"ID","year","gender","agegroup","region","population","d_log_CVD_mort_100k","log_CVD_mort_100k","d_CVD_mort_100k","CVD_mort_100k","CVD_deaths","d_log_CVD_costs_100k","log_CVD_costs_100k","d_CVD_costs_100k","CVD_costs_100k","CVD_costs_100k_sq","d_CVD_costs_100k_sq","CVD_costs_sum","d_lag_log_CVD_costs_100k","lag_log_CVD_costs_100k","d_lag_CVD_costs_100k","lag_CVD_costs_100k","lag_CVD_costs_100k_sq","d_lag_CVD_costs_100k_sq","d_log_cancer_mort_100k","log_cancer_mort_100k","d_cancer_mort_100k","cancer_mort_100k","d_log_cancer_costs_100k","log_cancer_costs_100k","d_cancer_costs_100k","cancer_costs_100k","cancer_costs_sum","cancer_deaths","d_lag_log_cancer_costs_100k","lag_log_cancer_costs_100k","d_lag_cancer_costs_100k","lag_cancer_costs_100k"
"48","1","Male","65-69","HH",49982,NA,6.19481347109401,NA,490.2,245,NA,17.5383866539901,NA,41383245.3003081,1712572991585474,NA,20684173.666,NA,17.4545160937597,NA,38053974.5866793,1448104981843631,NA,NA,6.71937540760422,NA,828.3,NA,17.0906568347598,NA,26447093.7937658,13218786.42,414,NA,16.9939927402398,NA,24010282.6484018
"48","2","Male","65-69","HH",41599,-0.0143828244734072,6.18043064662061,-7,483.2,201,0.177668107750268,17.7160547617404,8046096.12136068,49429341.4216688,2443259793379903,730686801794429,20562111.738,0.159178463460435,17.6136945572201,6566106.18681341,44620080.7734927,1990951608233010,542846626389379,0.0099706514038802,6.7293460590081,8.30000000000007,836.6,0.0473968155181481,17.138053650278,1283689.10966942,27730782.9034352,11535728.38,348,0.0641893420500317,17.0581820822899,1591744.25654114,25602026.904943
"48","3","Male","65-69","HH",38184,-0.193727416614334,5.98670323000627,-85.1,398.1,152,0.0317460575818274,17.7478008193222,1594360.14443219,51023701.566101,2603418121506536,160158328126633,19482890.206,0.0099776285271318,17.6236721857472,447431.029187307,45067511.80268,2031080620084699,40129011851688.8,-0.00455254170733976,6.72479351730076,-3.80000000000007,832.8,0.00516105168121328,17.1432147019592,143489.96478188,27874272.8682171,10643512.352,318,0.096737172465776,17.1549192547557,2600418.67258848,28202445.5775314
"48","4","Male","65-69","HH",38843,-0.023895392148094,5.96280783785818,-9.40000000000003,388.7,151,-0.0418558398047288,17.7059449795175,-2091562.48312593,48932139.0829751,2394354235235615,-209063886270922,19006710.784,0.0675262284762184,17.6911984142235,3148340.66036791,48215852.4630479,2324768428738401,293687808653702,-0.12669329158081,6.59810022571995,-99.0999999999999,733.7,0.0501732131841273,17.1933879151433,1434220.70848918,29308493.5767062,11384298.16,285,0.0851680440877765,17.2400872988434,2507198.38588788,30709643.9634193
"49","1","Male","70-74","HH",38201,NA,6.7148984202728,NA,824.6,315,NA,17.8043114714083,NA,53990111.7169708,2914932163210984,NA,20624762.577,NA,17.8319634630364,NA,55503878.7152718,3080680552439606,NA,NA,7.04682132710513,NA,1149.2,NA,17.2328886279315,NA,30489369.1369336,11647243.904,439,NA,17.1499474001856,NA,28062575.1155228
"49","2","Male","70-74","HH",42965,-0.0324139536210462,6.68248446665175,-26.3000000000001,798.3,343,0.12279794573929,17.9271094171476,7054129.01385666,61044240.7308274,3726399326403211,811467163192227,26227658.03,0.100312057982915,17.9322755210193,5856538.90206347,61360417.6173353,3765100850173793,684420297734188,0.012538536008897,7.05935986311403,14.5,1163.7,0.0230168557512336,17.2559054836828,709907.995616157,31199277.1325497,13404769.42,500,0.12800585926685,17.2779532594524,3832215.77497987,31894790.8905027
"49","3","Male","70-74","HH",41451,-0.145792869060449,6.5366915975913,-108.3,690,286,0.131674602597649,18.0587840197452,8591187.33604672,69635428.0668741,4849092842056804,1122693515653594,28864581.288,0.0674030540821953,17.9996785751015,4278450.16250972,65638867.779845,4308460963419978,543360113246185,-0.0896631825917114,6.96969668052232,-99.8,1063.9,0.0423095349202214,17.298215018603,1348349.79804301,32547626.9305928,13491316.839,441,0.0905033395606267,17.3684565990131,3021239.28306833,34916030.173571
"49","4","Male","70-74","HH",34646,0.0916142938655282,6.62830589145683,66.2,756.2,262,0.0617794728762178,18.1205634926215,4437708.31827854,74073136.3851527,5486829533933430,637736691876626,25663378.832,0.0599503203807963,18.0596288954823,4055418.4310472,69694286.2108922,4857293530445763,548832567025785,0.0691745763173541,7.03887125683967,76.1999999999998,1140.1,0.133914384328463,17.4321294029315,4663909.97121409,37211536.9018068,12892309.075,395,0.0233214388007106,17.3917780378138,823861.538617887,35739891.7121889
"50","1","Male","75-79","HH",22494,NA,7.51779255281908,NA,1840.5,414,NA,18.11303084586,NA,73517265.8308882,5404788375249486,NA,16536973.776,NA,18.070735459026,NA,70472664.7834275,4966396481677341,NA,NA,7.46060537400336,NA,1738.2,NA,17.2714013451705,NA,31686502.0449898,7127561.77,391,NA,17.1173085420073,NA,27161430.8632243
"50","2","Male","75-79","HH",25748,-0.23139537977265,7.28639717304643,-380.2,1460.3,376,0.12193829899843,18.2349691448584,9534042.28624707,83051308.1171353,6897519779967344,1492731404717858,21384050.814,0.0665665995859079,18.1373020586119,4850784.71495573,75323449.4983832,5673622044335488,707225562658147,-0.145386984250385,7.31521838975297,-235.2,1503,0.0587853326333168,17.3301866778038,1918540.1097407,33605042.1547305,8652626.254,387,0.0762646995908156,17.1935732415981,2152494.85603615,29313925.7192604
"50","3","Male","75-79","HH",33056,-0.11566243425288,7.17073473879355,-159.5,1300.8,430,0.0266859590121484,18.2616551038706,2246140.71817447,85297448.8353098,7275654777812289,378134997844945,28195924.687,0.133808213885359,18.2711102724973,10784325.9495351,86107775.4479184,7414548992589131,1740926948253643,-0.0945519842732807,7.22066640547969,-135.6,1367.4,-0.0223091523319319,17.3078775254719,-741399.260853413,32863642.8938771,10863405.795,452,0.137225903516953,17.3307991451151,4311704.7294679,33625630.4487283
"50","4","Male","75-79","HH",35925,-0.113870037223568,7.05686470156998,-140,1160.8,417,0.0719573963395881,18.3336125002102,6364005.1939178,91661454.0292276,8401822154752199,1126167376939910,32929377.36,-0.0113524001431777,18.2597578723541,-972002.204304576,85135773.2436138,7248099885788024,-166449106801107,0.0569268039674569,7.27759320944715,80.0999999999999,1447.5,0.137312540323972,17.4451900657959,4837088.99756345,37700731.8914405,13543987.932,520,0.0237454709310327,17.3545446160461,808011.774488702,34433642.223217
"51","1","Male","80-84","HH",14900,NA,7.95352922063425,NA,2845.6,424,NA,18.226733977675,NA,82370175.181208,6784845759382902,NA,12273156.102,NA,18.19249019627,NA,79597257.4654956,6335723396028395,NA,NA,7.640363528423,NA,2080.5,NA,17.0755172745626,NA,26049712.1073826,3881407.104,310,NA,17.0236663112461,NA,24733429.5901297
"51","2","Male","80-84","HH",15873,0.0996265085147607,8.05315572914901,298.1,3143.7,499,0.174839623448861,18.4015736011239,15737248.9730161,98107424.1542242,9625066674176846,2840220914793944,15572591.436,0.169279794121039,18.361769990391,14681833.147841,94279090.6133366,8888546926877740,2552823530849345,0.069483018108266,7.70984654653126,149.7,2230.2,0.17950988532419,17.2550271598868,5122173.98850354,31171886.0958861,4947913.48,354,0.274888606855367,17.2985549181015,7825262.14288851,32558691.7330182
"51","3","Male","80-84","HH",16133,-0.212685339878572,7.84047038927043,-602.3,2541.4,410,0.0263289205880533,18.4279025217119,2617367.61420082,100724791.768425,10145483676792572,520417002615726,16249930.656,0.169989324759715,18.5317593151508,17469179.9227171,111748270.536054,12487675967799052,3599129040921312,-0.11099619111531,7.59885035541595,-234.3,1995.9,0.105833205290793,17.3608603651775,3479918.57776419,34651804.6736503,5590375.648,322,0.0955901161404604,17.394145034242,3265896.37368568,35824588.1067038
"51","4","Male","80-84","HH",21135,-0.215509664635281,7.62496072463515,-492.7,2048.7,433,0.0561923019913628,18.4840948237033,5822001.89138104,106546793.659806,11352219239185278,1206735562392706,22518664.84,-0.130148567761552,18.4016107473892,-13637201.9897337,98111068.54632,9625781771300708,-2861894196498344,-0.0163155532320545,7.5825348021839,-32.3000000000002,1963.6,-0.0250257886597858,17.3358345765178,-856427.654487759,33795377.0191625,7142652.933,415,-0.0616810561823442,17.3324639780596,-2142929.97519785,33681658.131506
"52","1","Male","85-89","HH",7648,NA,8.67551231405855,NA,5857.7,448,NA,18.1901964435463,NA,79414890.2719665,6306724796908484,NA,6073650.808,NA,18.0853825638887,NA,71512481.8594104,5114035061692504,NA,NA,7.88885949418829,NA,2667.4,NA,17.0485680983788,NA,25357068.8284519,1939308.624,204,NA,17.1399067561206,NA,27782218.622449
"52","2","Male","85-89","HH",7688,-0.0865567564154173,8.58895555764313,-485.7,5372,413,0.122803357326987,18.3129998008733,10376513.370073,89791403.6420395,8062496168007671,1755771371099187,6903163.112,0.208402085809976,18.2937846496987,16570037.2047144,88082519.0641248,7758530164681908,2644495102989404,0.0379596880354844,7.92681918222378,103.2,2770.6,0.0862554454275042,17.1348235438063,2284285.20380618,27641354.0322581,2125067.298,213,0.0682190190919947,17.2081257752125,1961418.09456018,29743636.7170092
"52","3","Male","85-89","HH",8809,-0.0436609361160158,8.54529462152711,-229.5,5142.5,453,0.150329532760512,18.4633293336338,14565707.2332017,104357110.875241,10890406590227392,2827910422219721,9192817.897,0.24546073706064,18.5392453867593,24505446.112941,112587965.177066,12676049902712172,4917519738030264,0.0160049246076843,7.94282410683146,44.7000000000003,2815.3,0.05410090520461,17.188924449011,1536613.59176283,29177967.6240209,2570287.168,248,0.0544228062943297,17.2625485815069,1663590.21625993,31407226.9332691
"52","4","Male","85-89","HH",9456,-0.0797526832948741,8.46554193823224,-394.2,4748.3,449,0.0341778582415699,18.4975071918754,3628354.03592628,107985464.911168,11660860632080992,770454041853600,10211105.562,0.102794102926797,18.6420394896861,12189133.102665,124777098.279731,15569324255109584,2893274352397412,-0.0708645063611719,7.87195960047029,-192.6,2622.7,0.23532778887737,17.4242522378883,7741599.31760348,36919566.9416244,3491114.25,248,0.00673903898940509,17.2692876204963,212369.305645321,31619596.2389144
"53","1","Female","<1","HH",8062,NA,2.51769647261099,NA,12.4,1,NA,13.6995982750794,NA,890553.336641032,793085245402.475,NA,71796.41,NA,13.1392511140914,NA,508515.570315494,258588085253.292,NA,NA,NA,NA,0,NA,14.1008988332291,NA,1330278.44207393,107247.048,0,NA,13.8974977154807,NA,1085441.86997062
"53","2","Female","<1","HH",8107,-0.00809721023261911,2.50959926237837,-0.0999999999999996,12.3,1,0.0895103034117746,13.7891085784912,83390.1689714019,973943.505612434,948565952124.637,155480706722.162,78957.6,0.122156094977607,13.261407209069,66071.6642493767,574587.23456487,330150490124.906,71562404871.6137,NA,NA,0,0,-2.06875807035711,12.0321407628719,-1162207.61439414,168070.827679783,13625.502,0,1.03357288439667,14.9310705998773,1965834.67354233,3051276.54351295
"53","3","Female","<1","HH",8982,NA,NA,-12.3,0,0,0.116316136644841,13.905424715136,120136.855109009,1094080.36072144,1197011835716.36,248445883591.726,98270.298,0.936679985202638,14.1980871942717,891469.98869967,1466057.22326454,2149323781886.13,1819173291761.23,NA,2.40694510831829,11.1,11.1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"53","4","Female","<1","HH",10219,NA,NA,0,0,0,-0.770761404948681,13.1346633101873,-587892.416695609,506187.944025834,256226234677.101,-940785601039.261,51727.346,-0.676218391491293,13.5218688027804,-720513.692551763,745543.530712778,555835156187.675,-1593488625698.46,NA,NA,-11.1,0,NA,12.4640924998344,NA,258872.903415207,26454.222,0,NA,13.3964257462426,NA,657648.416608023
"54","1","Female","1-14","HH",102041,NA,NA,NA,0,0,NA,12.5437779359072,NA,280345.467998158,78593581427.106,NA,286067.319,NA,11.9700703716877,NA,157955.775619604,24950027051.5907,NA,NA,0,NA,1,NA,13.4012423739978,NA,660823.705177331,674311.117,1,NA,13.7509699012123,NA,937497.997863604
"54","2","Female","1-14","HH",102564,NA,NA,0,0,0,-0.316861545734083,12.2269163901731,-76132.9694606591,204212.498537498,41702744558.9278,-36890836868.1782,209448.507,0.00335871067448679,11.9734290823622,531.419692591415,158487.195312195,25118191077.9259,168164026.335293,0,0,0,1,-0.552162422178101,12.8490799518197,-280385.152663778,380438.552513553,390192.997,1,-0.171277825126552,13.5796920760857,-147573.951414557,789924.046449046
"54","3","Female","1-14","HH",104478,NA,NA,0,0,0,-0.399305096349599,11.8276112938235,-67229.6102739406,136982.888263558,18764311677.0264,-22938432881.9014,143116.982,-0.190251341343588,11.7831777410186,-27457.698804487,131029.496507708,17168728955.0635,-7949462122.8624,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"54","4","Female","1-14","HH",112782,NA,NA,0,0,0,0.622961201651906,12.4505724954754,118413.605857845,255396.494121402,65227369209.5035,46463057532.4771,288041.274,0.718124135182881,12.5013018762015,137657.359439148,268686.855946856,72192626558.6065,55023897603.543,-0.105360515657826,-0.105360515657826,-0.1,0.9,NA,13.9036065402639,NA,1092092.93858949,1231684.258,1,NA,13.6555637861475,NA,852189.148239148
"55","1","Female","15-19","HH",40404,NA,0.916290731874155,NA,2.5,1,NA,13.3229880421611,NA,611082.981882982,373422410746.997,NA,246901.968,NA,12.6665590892543,NA,316968.947058246,100469313399.213,NA,NA,1.6094379124341,NA,5,NA,13.4402400342706,NA,687103.375903376,277617.248,2,NA,12.8143529054382,NA,367453.811020528
"55","2","Female","15-19","HH",37037,NA,NA,-2.5,0,0,-0.630067566344252,12.6929204758168,-285647.185247185,325435.796635797,105908457731.976,-267513953015.021,120531.656,-0.254946618357376,12.411612470897,-71331.3684540005,245637.578604245,60337820022.5568,-40131493376.6562,-0.616186139423817,0.993251773010283,-2.3,2.7,-0.422286365732944,13.0179536685377,-236675.309375309,450428.066528067,166825.043,1,-0.45570478964617,12.358648115792,-134487.737254455,232966.073766074
"55","3","Female","15-19","HH",37975,NA,0.955511445027436,2.6,2.6,1,0.276259225643452,12.9691797014603,103550.26261371,428986.059249506,184029039030.421,78120581298.4453,162907.456,0.412288573445261,12.8239010443422,125341.5357049,370979.114309145,137625503253.598,77287683231.0411,-0.0377403279828471,0.955511445027436,-0.1,2.6,0.351775863459727,13.3697295319974,189895.904505508,640323.971033575,243163.028,1,1.37526123382292,13.733909349615,688673.353762299,921639.427528372
"55","4","Female","15-19","HH",39326,-0.0392207131532812,0.916290731874155,-0.1,2.5,1,0.228122806284507,13.1973025077448,109923.211970552,538909.271220058,290423202606.934,106394163576.513,211931.46,0.202528336733675,13.0264293810759,83282.8756949347,454261.99000408,206353955562.467,68728452308.869,0.673729094702844,1.62924053973028,2.5,5.1,0.160754056876753,13.5304835888742,111670.002419103,751993.973452677,295729.15,2,-0.573194287103663,13.1607150625113,-402091.125814786,519548.301713586
"56","1","Female","20-24","HH",57325,NA,1.25276296849537,NA,3.5,2,NA,13.2628086244522,NA,575393.034452682,331077144096.665,NA,329844.057,NA,13.4258339030039,NA,677275.832877727,458702553800.219,NA,NA,0.53062825106217,NA,1.7,NA,13.63280938931,NA,833017.050152638,477527.024,1,NA,13.1247460324726,NA,501192.747923317
"56","2","Female","20-24","HH",56911,0,1.25276296849537,0,3.5,2,-0.353231409532972,12.9095772149193,-171228.549555211,404164.484897471,163348930852.438,-167728213244.227,230014.05,-0.625327235652223,12.8005066673517,-314874.813009951,362401.019867776,131334499201.204,-327368054599.015,0.722134717433198,1.25276296849537,1.8,3.5,-1.10998849846864,12.5228208908414,-558485.659033171,274531.391119467,156238.56,2,0.50832977576002,13.6330758082326,332046.263300353,833239.011223671
"56","3","Female","20-24","HH",55215,NA,NA,-3.5,0,0,0.391415451370472,13.3009926662897,193624.23918113,597788.724078602,357351358635.523,194002427783.084,330069.044,0.380045380274959,13.1805520476266,167556.455750399,529957.475618174,280854925963.588,149520426762.384,0.433635985074861,1.68639895357023,1.9,5.4,1.09908814323613,13.6219090340775,549454.786549645,823986.177669112,454963.968,3,-0.0427273339000269,13.5903484743326,-34852.2083845817,798386.802839089
"56","4","Female","20-24","HH",54545,NA,0.587786664902119,1.8,1.8,1,0.139097614769993,13.4400902810597,89211.7635921288,687000.487670731,471969670059.822,114618311424.299,374724.416,0.370718883826337,13.551270931453,237832.059265547,767789.534883721,589500769876.96,308645843913.372,-1.09861228866811,0.587786664902119,-3.6,1.8,0.407262501391314,14.0291715354688,414216.627354263,1238202.80502338,675377.72,1,-1.03267134066476,12.5576771336679,-514117.552193094,284269.250645995
"57","1","Female","25-29","HH",73333,NA,NA,NA,0,0,NA,13.1501333244601,NA,514079.563088923,264277797185.698,NA,376989.966,NA,13.4193409408105,NA,672892.552137825,452784386722.556,NA,NA,1.41098697371026,NA,4.1,NA,13.1369030111699,NA,507322.92419511,372035.12,3,NA,12.9052816628901,NA,402432.098765432
"57","2","Female","25-29","HH",70513,NA,1.43508452528932,4.2,4.2,3,0.189736098539367,13.3398694229994,107406.908909148,621486.471998071,386245434876.609,121967637690.911,438228.756,-0.136191224846989,13.2831497159636,-85675.5467668448,587217.00537098,344823811396.862,-107960575325.694,0.0240975515790607,1.43508452528932,0.100000000000001,4.2,0.26753383996877,13.4044368511387,155615.142544356,662938.066739466,467457.519,3,0.366383320145847,13.2716649830359,178079.454992204,580511.553757636
"57","3","Female","25-29","HH",73333,-0.441832752279039,0.993251773010283,-1.5,2.7,2,0.296544240399419,13.6364136633988,214538.417205971,836024.889204042,698937615368.631,312692180492.021,613082.132,0.234312442783695,13.5174621587472,155048.408442552,742265.413813532,550957944543.775,206134133146.913,-0.0240975515790607,1.41098697371026,-0.100000000000001,4.1,-0.00022993065214294,13.4042069204866,-152.412259218749,662785.654480248,486040.604,3,0.52274661687234,13.7944115999083,398610.514001144,979122.06775878
"57","4","Female","25-29","HH",76046,0.367724780125317,1.3609765531356,1.2,3.9,3,-0.059260813179046,13.5771528502198,-48104.0938959389,787920.795308103,620819179678.953,-78118435689.6771,599182.248,0.192165358282866,13.7096275170301,157264.436281068,899529.8500946,809153951211.214,258196006667.44,0.808216510344733,2.21920348405499,5.1,9.2,0.751652554538929,14.1558594750255,742652.231799109,1405437.88627936,1068779.295,7,-0.0891078745160083,13.7053037253923,-83473.200980092,895648.866778688
"58","1","Female","30-34","HH",66901,NA,1.79175946922805,NA,6,4,NA,13.5299896438406,NA,751622.621485478,564936565128.703,NA,502843.05,NA,13.7533136921023,NA,939697.874148369,883032094678.965,NA,NA,2.01490302054226,NA,7.5,NA,14.0840863692314,NA,1308100.14200087,875132.076,5,NA,14.087122939248,NA,1312078.31661685
"58","2","Female","30-34","HH",69054,-0.333144446528538,1.45861502269952,-1.7,4.3,3,0.0790303984681504,13.6090200423087,61811.3548229178,813433.976308396,661674833812.889,96738268684.1858,561708.698,-0.171225160967218,13.5820885311351,-147878.540150931,791819.333997438,626977857692.147,-256054236986.818,0.436102077570054,2.45100509811232,4.1,11.6,0.0747383877485088,14.1588247569799,101511.448927971,1409611.59092884,973393.188,8,-0.05946176522448,14.0276611740235,-75744.2337934508,1236334.0828234
"58","3","Female","30-34","HH",74074,-0.465363249689233,0.993251773010283,-1.6,2.7,2,0.122131402322465,13.7311514446312,105667.159042739,919101.135351135,844746897003.746,183072063190.857,680814.975,0.425871187909543,14.0079597190446,420395.54044885,1212214.87444629,1469464901828.83,842487044136.683,-0.548897571715399,1.90210752639692,-4.9,6.7,-0.0809346910721249,14.0778900659078,-109591.774259022,1300019.81666982,962976.679,5,0.143949914132088,14.1716110881556,191416.990314556,1427751.07313795
"58","4","Female","30-34","HH",75269,NA,NA,-2.7,0,0,0.222410919227578,13.9535623638588,228933.888363807,1148035.02371494,1317984415676.17,473237518672.423,864114.482,0.135700010645621,14.1436597296903,176181.191834011,1388396.0662803,1927643636862.61,458178735033.779,0.32790687376229,2.23001440015921,2.6,9.3,0.141550760968855,14.2194408268766,197679.69043138,1497699.5071012,1127303.442,7,-0.158271711302085,14.0133393768535,-208997.32479429,1218753.74834366
"59","1","Female","35-39","HH",68966,NA,1.48160454092422,NA,4.4,3,NA,13.9299638804314,NA,1121260.30217788,1257224665240.04,NA,773288.38,NA,14.0172081210757,NA,1223477.92729352,1496898238574.44,NA,NA,3.26193531432865,NA,26.1,NA,14.5833293557554,NA,2155060.50082649,1486259.025,18,NA,14.6257746225721,NA,2248501.65799785
"59","2","Female","35-39","HH",59970,0.420502985472705,1.90210752639692,2.3,6.7,4,0.141092749516261,14.0710566299477,169906.19607124,1291166.49824912,1667110926200.91,409886260960.865,774312.549,0.512449173833103,14.5296572949088,818965.269921972,2042443.19721549,4171574213851.83,2674675975277.39,0.293412747160766,3.55534806148941,8.9,35,0.00843001895240825,14.5917593747078,18243.9914196287,2173304.49224612,1303330.704,21,-0.0112961139840504,14.6144785085881,-25256.412799269,2223245.24519858
"59","3","Female","35-39","HH",62619,0.35965557207687,2.26176309847379,2.9,9.6,6,0.153038430484537,14.2240950604322,213519.898850797,1504686.39709992,2264081153617.54,596970227416.637,942219.575,-0.134197260862301,14.3954600340465,-256495.001844755,1785948.19537073,3189610956547.98,-981963257303.849,-0.520395074782141,3.03495298670727,-14.2,20.8,-0.121988508965909,14.4697708657419,-249585.46128108,1923719.03096504,1204613.62,13,-0.0297521457605896,14.5847263628275,-65172.0056928946,2158073.23950569
"59","4","Female","35-39","HH",69042,0.0507723253734231,2.31253542384721,0.5,10.1,7,0.238355165403023,14.4624502258353,405001.20175295,1909687.59885287,3646906725212.45,1382825571594.9,1318486.512,0.217309549091716,14.6127695831382,433500.934010242,2219449.12938098,4925954437909.97,1736343481361.99,-0.360804337280744,2.67414864942653,-6.3,14.5,0.0803794216087041,14.5501502873506,161011.758988898,2084730.78995394,1439339.832,10,0.0451106983714595,14.629837061199,99581.397600079,2257654.63710577
"60","1","Female","40-44","HH",76319,NA,2.06686275947298,NA,7.9,6,NA,14.4491400776843,NA,1884437.78613451,3551105769811.55,NA,1438184.074,NA,14.6826016948724,NA,2379977.74525903,5664294067928.26,NA,NA,3.76584049525006,NA,43.2,NA,14.9430379835101,NA,3088011.71398996,2356739.66,33,NA,15.0960434448999,NA,3598556.83864816
"60","2","Female","40-44","HH",68279,0.255524960817249,2.32238772029023,2.3,10.2,7,0.307897642978903,14.7570377206632,679456.127074525,2563893.91320904,6573551998190.36,3022446228378.81,1750601.125,-0.122390738416241,14.5602109564562,-274167.308780124,2105810.43647891,4434437594383.49,-1229856473544.78,-0.207639364778245,3.55820113047182,-8.1,35.1,0.103347683418839,15.046385666929,336213.081335099,3424224.79532506,2338026.448,24,0.048867948447807,15.1449113933477,180221.760067598,3778778.59871576
"60","3","Female","40-44","HH",61047,-0.218253566020018,2.10413415427021,-2,8.2,5,-0.189945110660886,14.5670926100023,-443542.041700202,2120351.87150884,4495892059011.03,-2077659939179.33,1294411.207,0.170651114623933,14.7308620710801,391842.618945062,2497653.05542397,6238270785268.69,1803833190885.2,-0.120993311286631,3.43720781918519,-4,31.1,0.0641228157974858,15.1105084827265,226763.602139186,3650988.39746425,2228818.887,19,0.0712727034893259,15.2161840968371,279153.622980119,4057932.22169588
"60","4","Female","40-44","HH",59603,-0.202026627873287,1.90210752639692,-1.5,6.7,4,0.156502040237854,14.7235946502402,359215.485838946,2479567.35734778,6148254279624.67,1652362220613.64,1477896.532,0.0681755066520022,14.7990375777321,176217.368585213,2673870.42400918,7149583044391.04,911312259122.354,0.298078007742903,3.73528582692809,10.8,41.9,0.0810847573953808,15.1915932401218,308372.735364635,3959361.13282888,2359898.016,25,-0.00904162741501047,15.207142469422,-36524.9399458286,4021407.28175005
"61","1","Female","45-49","HH",65627,NA,3.19458313229916,NA,24.4,16,NA,14.9889141509687,NA,3232977.67382327,10452144639439.7,NA,2121706.258,NA,15.0398694763594,NA,3401984.43391757,11573498088617.5,NA,NA,4.4818719696436,NA,88.4,NA,15.5039664677397,NA,5411118.99523062,3551155.063,58,NA,15.4644741365022,NA,5201585.99715775
"61","2","Female","45-49","HH",69049,-0.62963377483762,2.56494935746154,-11.4,13,9,0.0608522437856536,15.0497663947543,202843.083899503,3435820.75772278,11804864279198.7,1352719639758.97,2372399.875,-0.141472823275233,14.8983966530842,-448793.981842652,2953190.45207492,8721333846226.49,-2852164242390.99,-0.00113186203368354,4.48074010760991,-0.100000000000009,88.3,-0.0127633753429439,15.4912030923967,-68625.2661396861,5342493.72909094,3688938.495,61,0.0689001506234668,15.5333742871257,371025.135668686,5572611.13282643
"61","3","Female","45-49","HH",70948,0.548565951748837,3.11351530921037,9.5,22.5,16,0.130090430564627,15.179856825319,477343.294822749,3913164.05254553,15312852902134.5,3507988622935.81,2776311.632,0.414543356625147,15.3129400097094,1516993.01443474,4470183.46650966,19982540224256.3,11261206378029.8,-0.167260015471143,4.31348009213877,-13.6,74.7,0.107207036107454,15.5984101285042,604581.678249653,5947075.40734059,4219331.06,53,-0.070993839732747,15.4623804473929,-381904.246909477,5190706.88591695
"61","4","Female","45-49","HH",65781,-0.496119476376295,2.61739583283408,-8.8,13.7,9,0.123720843002834,15.3035776683218,515363.333781833,4428527.38632736,19611854811451.4,4299001909316.9,2913129.6,-0.130393273252997,15.1825467364564,-546479.180606594,3923704.28590306,15395455323214.1,-4587084901042.23,0.0172532481475596,4.33073334028633,1.3,76,-0.0128892486567089,15.5855208798475,-76161.447382547,5870913.95995804,3861945.912,50,0.166353557394844,15.6287340047878,939469.028453082,6130175.91437004
"62","1","Female","50-54","HH",53923,NA,3.83729945923221,NA,46.4,25,NA,15.3774921277523,NA,4768260.53075682,22736308489173.3,NA,2571189.126,NA,15.4266064668364,NA,5008296.85837008,25083037421559.6,NA,NA,4.96144504990548,NA,142.8,NA,15.8484268219948,NA,7636323.45381377,4117734.696,77,NA,15.968433995655,NA,8609992.41675536
"62","2","Female","50-54","HH",57263,-0.021787354184907,3.8155121050473,-1,45.4,26,0.141502336112229,15.5189944638645,724790.837491438,5493051.36824826,30173613334214.1,7437304845040.75,3145486.005,0.105324439154497,15.5319309059909,556276.674730968,5564573.53310105,30964478605288.7,5881441183729.06,0.0027972046210607,4.96424225452655,0.399999999999977,143.2,0.00344866106317276,15.851875483058,26380.5540097775,7662704.00782355,4387894.196,82,-0.0723679452559249,15.8960660503991,-601075.845326785,8008916.57142857
"62","3","Female","50-54","HH",64169,-0.280366750875408,3.53514535417189,-11.1,34.3,22,-0.0142095252060344,15.5047849386585,-77501.7165472815,5415549.65170098,29328178030038.6,-845435304175.492,3475104.056,-0.0132909422326524,15.5186399637582,-73469.1070310073,5491104.42607004,30152227818006,-812250787282.688,-0.202923386048522,4.76131886847802,-26.3,116.9,0.0800071735721115,15.9318826566301,638263.694649607,8300967.70247316,5326647.965,75,-0.0423716453181484,15.8536944050809,-332262.01889939,7676654.55252918
"62","4","Female","50-54","HH",69670,-0.467092419038277,3.06805293513362,-12.8,21.5,15,0.116926955877169,15.6217118945357,671730.27796746,6087279.92966844,37054976942144.2,7726798912105.61,4241007.927,0.0784176700634394,15.5970576338216,447933.030273695,5939037.45634373,35272165907853.8,5119938089847.87,0.018644607883231,4.77996347636125,2.19999999999999,119.1,-0.0199620530607039,15.9119206035694,-164061.408515928,8136906.29395723,5668982.615,83,0.0792623135044384,15.9329567185854,633233.693295958,8309888.24582514
"63","1","Female","55-59","HH",51086,NA,4.30945594183905,NA,74.4,38,NA,15.8457715996434,NA,7616074.21211291,58004586404411.2,NA,3890747.672,NA,15.7843815437771,NA,7162585.26127388,51302627625017.8,NA,NA,5.41654474791269,NA,225.1,NA,16.2414526000258,NA,11312881.6114004,5779298.7,115,NA,16.1301058274129,NA,10120825.8822614
