"ID","year","gender","agegroup","region","population","d_log_CVD_mort_100k","log_CVD_mort_100k","d_CVD_mort_100k","CVD_mort_100k","CVD_deaths","d_log_CVD_costs_100k","log_CVD_costs_100k","d_CVD_costs_100k","CVD_costs_100k","CVD_costs_100k_sq","d_CVD_costs_100k_sq","CVD_costs_sum","d_lag_log_CVD_costs_100k","lag_log_CVD_costs_100k","d_lag_CVD_costs_100k","lag_CVD_costs_100k","lag_CVD_costs_100k_sq","d_lag_CVD_costs_100k_sq","d_log_cancer_mort_100k","log_cancer_mort_100k","d_cancer_mort_100k","cancer_mort_100k","d_log_cancer_costs_100k","log_cancer_costs_100k","d_cancer_costs_100k","cancer_costs_100k","cancer_costs_sum","cancer_deaths","d_lag_log_cancer_costs_100k","lag_log_cancer_costs_100k","d_lag_cancer_costs_100k","lag_cancer_costs_100k"
"280","1","Female","90+","BW",52033,NA,9.51208805825267,NA,13522.2,7036,NA,17.5431037254423,NA,41578914.1544789,1728806102265525,NA,21634756.402,NA,17.5923273692714,NA,43676788.7587907,1907661876280025,NA,NA,7.51920421555758,NA,1843.1,NA,15.7283002880495,NA,6771954.39624854,3523651.031,959,NA,15.8671678424752,NA,7780785.40201552
"280","2","Female","90+","BW",56214,-0.0233435208054917,9.48874453744718,-312,13210.2,7426,0.225925476235563,17.7690292016778,10539516.6118782,52118430.7663571,2716330825547562,987524723282036,29297854.671,0.0586646704022264,17.6509920396737,2638933.71468634,46315722.473477,2145146148240145,237484271960121,0.0778910056415514,7.59709522119913,149.3,1992.4,0.278155537194602,16.0064558252441,2171708.87624586,8943663.2724944,5027590.872,1120,0.100011302418427,15.9671791448936,818409.535229625,8599194.93724514
"280","3","Female","90+","BW",66613,-0.0934028690552857,9.3953416683919,-1178,12032.2,8015,0.145226266072751,17.9142554677506,8146171.83223473,60264602.5985919,3631822326366206,915491500818644,40144059.729,0.189304997952107,17.8402970376258,9652634.64969265,55968357.1231697,3132456999066658,987310850826513,-0.0663470215802535,7.53074819961888,-127.9,1864.5,0.144468582734763,16.1509244079789,1390072.38871288,10333735.6612073,6883611.336,1242,0.0956841683296137,16.0628633132232,863457.755574526,9462652.69281967
"280","4","Female","90+","BW",72121,-0.044743824661607,9.35059784373029,-526.5,11505.7,8298,-0.0160131650513549,17.8982423026992,-957341.537319839,59307261.061272,3517351214589873,-114471111776333,42772989.75,0.0925230686608387,17.9328201062866,5425485.57417455,61393842.6973442,3769203921146247,636746922079589,0.0280814835012997,7.55882968312017,53.0999999999999,1917.6,0.0531610535526177,16.2040854615315,564216.577391747,10897952.238599,7859712.134,1383,0.112761511855126,16.1756248250784,1129509.02621758,10592161.7190372
"281","1","Male","<1","BY",54933,NA,1.28093384546206,NA,3.6,2,NA,13.8731100426482,NA,1059290.6486083,1122096678229,NA,581900.132,NA,13.2866240193269,NA,589260.723580514,347228200354.631,NA,NA,NA,NA,0,NA,13.693973262269,NA,885558.025230736,486463.59,0,NA,13.3243589713152,NA,611921.307869946
"281","2","Male","<1","BY",53547,NA,NA,-3.6,0,0,0.126338672029211,13.9994487146775,142650.840177248,1201941.48878555,1444663342464.03,322566664235.029,643603.609,0.703191442078449,13.9898154614054,601157.749599989,1190418.4731805,1417096141289.4,1069867940934.77,NA,2.01490302054226,7.5,7.5,0.547577417799872,14.2415506800689,645624.182922849,1531182.20815358,819902.137,4,0.77015859198432,14.0945175632996,709895.295735663,1321816.60360561
"281","3","Male","<1","BY",57608,NA,NA,0,0,0,0.0140799544979355,14.0135286691754,17042.9821212655,1218984.47090682,1485923140311.98,41259797847.9446,702232.574,0.0267195739862327,14.0165350353916,32236.225718081,1222654.69889858,1494884512738.79,77788371449.3872,-1.48427476948009,0.53062825106217,-5.8,1.7,-0.541607494711014,13.6999431853579,-640321.657535615,890860.55061797,513206.946,1,-0.173143041296559,13.921374522003,-210145.964569705,1111670.6390359
"281","4","Male","<1","BY",64481,NA,0.470003629245736,1.6,1.6,1,-0.74801794786489,13.2655107213105,-642034.566283751,576949.904623067,332871192444.566,-1153051947867.41,372023.068,0.296295524724151,14.3128305601157,421653.917935788,1644308.61683437,2703750827395.77,1208866314656.98,NA,NA,-1.7,0,-0.678002871600764,13.0219403137571,-438633.203027207,452227.347590763,291600.716,0,0.0604044314905625,13.9817789534936,69219.3657556633,1180890.00479157
"282","1","Male","1-14","BY",869565,NA,-1.20397280432594,NA,0.3,3,NA,12.1207116465211,NA,183636.152444038,33722236484.45,NA,1596835.709,NA,11.9861438360576,NA,160515.186346535,25765125047.8628,NA,NA,0.741937344729377,NA,2.1,NA,13.6441428362551,NA,842511.706657927,7326186.922,18,NA,13.7914661761146,NA,976242.38135385
"282","2","Male","1-14","BY",831858,-0.405465108108164,-1.6094379124341,-0.1,0.2,2,0.322808079905387,12.4435197264265,69965.426190777,253601.578634815,64313760686.0703,30591524201.6203,2109605.02,0.26691048343509,12.2530543194927,49105.3739199595,209620.560266494,43940779286.439,18175654238.5762,-0.154150679827258,0.587786664902119,-0.3,1.8,0.102753247576681,13.7468960838317,91174.8643674167,933686.571025343,7766946.436,15,-0.075688514923776,13.7157776611909,-71163.2460436935,905079.135310156
"282","3","Male","1-14","BY",809524,1.09861228866811,-0.510825623765991,0.4,0.6,5,0.00751409082849008,12.451033817255,1912.76263239875,255514.341267214,65287578593.2182,973817907.147919,2068449.916,0.603250999667832,12.8563053191606,173576.755075025,383197.315341519,146840182484.948,102899403198.509,0.154150679827258,0.741937344729377,0.3,2.1,0.077452604267231,13.824348688099,75190.7306976444,1008877.30172299,8167103.888,17,0.171859721053705,13.8876373822446,169712.509787197,1074791.64509735
"282","4","Male","1-14","BY",827160,-0.182321556793955,-0.693147180559945,-0.1,0.5,4,0.00755727309670817,12.4585910903517,1938.30658809832,257452.647855312,66281865887.7114,994287294.493149,2129545.322,-0.444158383327663,12.4121469358329,-137428.416974785,245768.898366734,60402351404.3981,-86437831080.5496,-0.100083458556983,0.641853886172395,-0.2,1.9,0.152546556801642,13.9768952449006,166259.639981157,1175136.94170414,9720262.727,16,0.104188718384483,13.9918261006291,118022.738006022,1192814.38310338
"283","1","Male","15-19","BY",368231,NA,0.470003629245736,NA,1.6,6,NA,13.0974589646567,NA,487701.571839416,237852823174.637,NA,1795868.375,NA,13.1010955285308,NA,489478.358497871,239589063437.77,NA,NA,1.58923520511658,NA,4.9,NA,13.5575336903366,NA,772613.104274219,2845000.96,18,NA,13.4893239871028,NA,721670.532177849
"283","2","Male","15-19","BY",346939,-0.287682072451781,0.182321556793955,-0.4,1.2,4,0.403415109288536,13.5008740739452,242352.640572564,730054.21241198,532979153060.477,295126329885.84,2532842.784,0.0751183199040124,13.1762138484348,38185.0357167716,527663.394214642,278428657594.117,38839594156.3469,-0.633723760089145,0.955511445027436,-2.3,2.6,-0.147886818773843,13.4096468715628,-106212.103521926,666401.000752294,2312004.968,9,0.370873204157531,13.8601971912603,324029.588782102,1045700.12095995
"283","3","Male","15-19","BY",343840,-0.287682072451781,-0.105360515657826,-0.3,0.9,3,-0.168444022965323,13.3324300509799,-113174.054198858,616880.158213122,380541129597.047,-152438023463.43,2121080.736,0.323646629396634,13.4998604778314,201651.212978563,729314.607193205,531899796265.379,253471138671.262,0.379489621704904,1.33500106673234,1.2,3.8,0.295525002152878,13.7051718737157,229129.781006664,895530.781758958,3079193.04,13,-0.126329642587525,13.7338675486728,-124099.218022785,921600.902937167
"283","4","Male","15-19","BY",348315,0,-0.105360515657826,0,0.9,3,0.328770530680046,13.6612005816599,240126.16996683,857006.328179952,734459846540.484,353918716943.437,2985081.592,-0.0914497758419586,13.4084107019894,-63736.8821226687,665577.725070537,442993708110.071,-88906088155.3085,-0.379489621704904,0.955511445027436,-1.2,2.6,0.201766229593028,13.9069381033087,200206.600782707,1095737.38254166,3816617.664,9,0.0780482435621632,13.811915792235,74810.7847686816,996411.687705849
"284","1","Male","20-24","BY",372581,NA,0.641853886172395,NA,1.9,7,NA,13.4879840188828,NA,720704.164195168,519414492288.256,NA,2685206.782,NA,13.392808073185,NA,655273.557971074,429383435776.07,NA,NA,1.68639895357023,NA,5.4,NA,13.8235159229455,NA,1008037.493592,3755756.174,20,NA,13.7524908045875,NA,938924.926568068
"284","2","Male","20-24","BY",384752,0.489548225318706,1.1314021114911,1.2,3.1,12,0.112156863352739,13.6001408822355,85539.1722917117,806243.33648688,650028317629.496,130613825341.24,3102037.362,0.15479852049288,13.5476065936779,109707.685123852,764981.243094926,585196302287.058,155812866510.988,-0.0377403279828472,1.64865862558738,-0.2,5.2,-0.05799931953357,13.7655166034119,-56802.3184662022,951235.175125795,3659896.361,20,-0.20861626480381,13.5438745397836,-176793.313905782,762131.612662286
"284","3","Male","20-24","BY",395197,-0.438254930931155,0.693147180559945,-1.1,2,8,-0.0773637698802645,13.5227771123552,-60022.3138070517,746221.022679828,556845814689.328,-93182502940.1677,2949043.095,-0.113825622213517,13.4337809714644,-82301.609057928,682679.634036998,466051482728.889,-119144819558.169,-0.550046336919272,1.09861228866811,-2.2,3,0.0170038780917849,13.7825204815037,16312.9859179372,967548.161043733,3823721.306,12,0.292480447825845,13.8363549876095,258931.579455591,1021063.19211788
"284","4","Male","20-24","BY",403543,0.615185639090234,1.30833281965018,1.7,3.7,15,0.113179999749534,13.6359571121048,89422.2653960399,835643.288075868,698299704906.248,141453890216.92,3372179.994,0.0231101975935282,13.4568911690579,15960.5769315761,698640.210968574,488098144382.213,22046661653.3242,0.336472236621213,1.43508452528932,1.2,4.2,-0.0298364743658759,13.7526840071378,-28441.8142603661,939106.346783366,3789697.925,17,-0.196909052901425,13.6394459347081,-182499.401254538,838563.790863339
"285","1","Male","25-29","BY",385449,NA,1.3609765531356,NA,3.9,15,NA,13.5699560661193,NA,782270.655261786,611947378083.703,NA,3015254.418,NA,13.5200042017322,NA,744154.684688235,553766194743.446,NA,NA,1.79175946922805,NA,6,NA,13.6658059817744,NA,860962.287617817,3318570.528,23,NA,13.6181555680302,NA,820899.170640081
"285","2","Male","25-29","BY",380872,-0.485507815781701,0.8754687373539,-1.5,2.4,9,0.221258588347377,13.7912146544667,193726.21087697,975996.866138755,952569882712.671,340622504628.968,3717298.784,0.194293782379539,13.7142979841118,159586.216092283,903740.900780517,816747615743.581,262981421000.135,-0.356674943938732,1.43508452528932,-1.8,4.2,-0.151361502687212,13.5144444790872,-120933.416763567,740028.87085425,2818562.761,16,0.0462248349237839,13.664380402954,38836.6218157785,859735.79245586
"285","3","Male","25-29","BY",414683,0.189241999638528,1.06471073699243,0.5,2.9,12,0.0452452944765493,13.8364599489432,45173.5037582506,1021170.36989701,1042788924355.59,90219041642.9165,4234619.925,-0.0401049855206246,13.6741929985912,-35527.3422179223,868213.558562595,753794783271.925,-62952832471.6564,0.133531392624523,1.56861591791385,0.6,4.8,0.244498272071606,13.7589427511588,204973.533874181,945002.404728431,3918764.322,20,0.18614213259103,13.850522535545,175896.320636711,1035632.11309257
"285","4","Male","25-29","BY",451327,-0.189241999638528,0.8754687373539,-0.5,2.4,11,-0.0101679375985775,13.8262920113446,-10330.5872117241,1010839.78268528,1021797066259.23,-20991858096.3602,4562192.866,0.133366295609665,13.8075592942008,123866.705354691,992080.263917286,984223250054.192,230428466782.267,0.13613217432458,1.70474809223843,0.7,5.5,-0.0257933905515948,13.7331493606072,-24063.1469397323,920939.257788699,4156447.524,25,-0.0767544766582535,13.7737680588867,-76515.390874574,959116.722217997
"286","1","Male","30-34","BY",375000,NA,2.04122032885964,NA,7.7,29,NA,14.0310673351512,NA,1240552.416,1538970296843.44,NA,4652071.56,NA,13.9947678229645,NA,1196328.47802781,1431201827340.34,NA,NA,1.97408102602201,NA,7.2,NA,13.542630316266,NA,761183.940266667,2854439.776,27,NA,13.6644190643099,NA,859769.031649881
"286","2","Male","30-34","BY",377493,-0.0811255448123684,1.96009478404727,-0.600000000000001,7.1,27,0.0936488481982565,14.1247161833494,121790.057900178,1362342.47390018,1855977016192.46,317006719349.021,5142747.475,-0.0390987483428109,13.9556690746217,-45872.3271603144,1150456.1508675,1323549355068.85,-107652472271.483,0.277210772584486,2.2512917986065,2.3,9.5,0.35387948595498,13.896509802221,323186.136794365,1084370.07706103,4093421.135,36,0.219050983646842,13.8834700479568,210552.917200452,1070321.94885033
"286","3","Male","30-34","BY",409888,-0.370859578930689,1.58923520511658,-2.2,4.9,20,-0.0533049933794878,14.07141118997,-70718.098461034,1291624.37543914,1668293527228.56,-187683488963.898,5294213.32,0.0634070311891453,14.0190761058109,75309.3504295321,1225765.50129703,1502501064169.96,178951709101.1,-0.291197014559226,1.96009478404727,-2.4,7.1,0.0307924629205871,13.9273022651416,33909.8296451904,1118279.90670622,4583695.144,29,0.231085948886571,14.1145559968433,278248.950780407,1348570.89963074
"286","4","Male","30-34","BY",432937,0.115512887121844,1.70474809223843,0.6,5.5,24,0.102756460448758,14.1741676504187,139781.502090381,1431405.87752953,2048922786226.07,380629258997.511,6197085.664,0.246168454369707,14.2652445601806,342129.572105542,1567895.07340257,2458294961200.05,955793897030.095,0.106767975425706,2.06686275947298,0.800000000000001,7.9,-0.149059134000733,13.7782431311408,-154861.449748281,963418.456957941,4170994.965,34,-0.214415340639356,13.900140656204,-260256.476817855,1088314.42281289
"287","1","Male","35-39","BY",466373,NA,2.74727091425549,NA,15.6,73,NA,14.6117247008912,NA,2217131.27753965,4915671101844.61,NA,10340101.653,NA,14.5025674106864,NA,1987856.36123107,3951572912886.83,NA,NA,2.74727091425549,NA,15.6,NA,14.2004352857944,NA,1469503.7045455,6853368.512,73,NA,14.1507040725943,NA,1398210.93331564
"287","2","Male","35-39","BY",382456,-0.0800427076735364,2.66722820658195,-1.2,14.4,55,-0.0240277556620718,14.5876969452291,-52637.7724044207,2164493.50513523,4685032133772.6,-230638968072.01,8278235.28,0.215785357292399,14.7183527679788,478747.402469886,2466603.76370096,6084134127103.72,2132561214216.89,-0.262364264467491,2.484906649788,-3.6,12,-0.0323762644692618,14.1680590213251,-46815.102196475,1422688.60234903,5441157.921,46,0.0635782073289697,14.2142822799233,91782.5136812655,1489993.44699691
"287","3","Male","35-39","BY",386192,-0.0870113769896297,2.58021682959233,-1.2,13.2,51,0.0376282703354196,14.6253252155646,82997.8874881277,2247491.39262336,5051217559916.08,366185426143.486,8679631.959,-0.14537625986279,14.572976508116,-333739.182158911,2132864.58154205,4549111323196.53,-1535022803907.2,-0.00836824967051664,2.47653840011748,-0.0999999999999996,11.9,0.0207307042991083,14.1887897256242,29801.1690600116,1452489.77140904,5609399.298,46,0.0733509437025148,14.2876332236258,113400.606059392,1603394.0530563
"287","4","Male","35-39","BY",417289,0.0870113769896297,2.66722820658195,1.2,14.4,60,0.0386411474992876,14.6639663630639,88545.3766181022,2336036.76924146,5457067787248.08,405850227331.998,9748024.474,0.0261149527833524,14.5990914608994,56433.327467164,2189297.90900921,4793025334392.1,243914011195.572,0.0491902441907719,2.52572864430826,0.6,12.5,0.185926662316186,14.3747163879404,296792.949199459,1749282.7206085,7299564.372,52,0.00167349518727278,14.2893067188131,2685.51870565373,1606079.57176195
"288","1","Male","40-44","BY",562982,NA,3.56953269648137,NA,35.5,200,NA,15.0784486542636,NA,3535794.74654607,12501844489702.8,NA,19905887.98,NA,15.0485637826815,NA,3431691.28177606,11776505053417.8,NA,NA,3.47506723022861,NA,32.3,NA,14.6210863362305,NA,2237984.71087886,12599451.085,182,NA,14.6711099349124,NA,2352784.16262824
"288","2","Male","40-44","BY",506569,-0.323041704580196,3.24649099190117,-9.8,25.7,130,0.10012437238926,15.1785730266529,372348.814548272,3908143.56109434,15273586094123.2,2771741604420.38,19797443.756,0.147973892583117,15.1965376752647,547295.133366514,3978986.41514257,15832332891889.1,4055827838471.34,-0.107771400242137,3.36729582998647,-3.3,29,0.177290049091328,14.7983763853218,434118.354646275,2672103.06552513,13536045.778,147,-0.103070492613252,14.5680394422991,-230423.722748201,2122360.43988004
"288","3","Male","40-44","BY",434621,-0.0156865961676997,3.23080439573347,-0.399999999999999,25.3,110,0.127126674308318,15.3056997009612,529791.282827143,4437934.84392149,19695265678892.4,4421679584769.25,19288196.798,0.0418023130170617,15.2383399882817,169856.294961833,4148842.71010441,17212895833186.5,1380562941297.33,0.0921704597996569,3.45946628978613,2.8,31.8,-0.0525671020274618,14.7458092832944,-136836.652719491,2535266.41280564,11018800.236,138,0.124890718925583,14.6929301612247,282326.208320373,2404686.64820041
"288","4","Male","40-44","BY",396426,0.00787405643090588,3.23867845216438,0.199999999999999,25.5,101,0.054729644027347,15.3604293449885,249656.07443402,4687590.91835551,21973508617849,2278242938956.59,18582829.174,0.0288067204827751,15.2671467087645,121252.612559406,4270095.32266381,18233714064635.4,1020818231448.89,-0.24059046491793,3.2188758248682,-6.8,25,-0.0304477918224126,14.715361491472,-76029.9187310836,2459236.49407456,9749052.864,99,-0.00240706600543916,14.6905230952193,-5781.27873348864,2398905.36946692
"289","1","Male","45-49","BY",523320,NA,4.17438726989564,NA,65,340,NA,15.682218990973,NA,6466974.84693878,41821763670938.8,NA,33842972.769,NA,15.6928791723554,NA,6536282.73277851,42722991962818.5,NA,NA,4.40671924726425,NA,82,NA,15.2075051895818,NA,4022866.1918138,21052463.355,429,NA,15.2282242642709,NA,4107085.71945609
"289","2","Male","45-49","BY",546119,-0.119130096381583,4.05525717351405,-7.3,57.7,315,0.0614311690141296,15.7436501599871,409730.07891072,6876704.9258495,47289070637202.7,5467306966263.91,37554992.174,0.0783331015651338,15.7712122739206,532594.895178003,7068877.62795651,49969030919024.1,7246038956205.59,-0.215550500406612,4.19116874685764,-15.9,66.1,0.0620948662473459,15.2696000558292,257718.017854785,4280584.20966859,23377083.68,361,0.0254256790637051,15.2536499433347,105764.310412763,4212850.02986885
"289","3","Male","45-49","BY",547858,-0.213656632382454,3.8416005411316,-11.1,46.6,255,0.094695246264191,15.8383454062513,683020.334345664,7559725.26019516,57149446009632.8,9860375372430.06,41416559.616,0.0522174712943464,15.8234297452149,378926.09954038,7447803.72749689,55469780363316.6,5500749444292.52,-0.0951589053164792,4.09600984154116,-5.99999999999999,60.1,0.0224507203479387,15.2920507761771,97189.0994735602,4377773.30914215,23983981.296,329,-0.00332833968240465,15.2503216036522,-13998.4871475464,4198851.5427213
"289","4","Male","45-49","BY",496644,0.0999812665380904,3.94158180766969,4.9,51.5,256,0.0345983952139441,15.8729438014653,266131.679584644,7825856.9397798,61244036841899.7,4094590832266.93,38866648.94,0.0400106753288334,15.8634404205437,304033.389120677,7751837.11661757,60090978682569.8,4621198319253.2,-0.14284489278184,3.95316494875932,-8,52.1,-0.11811964044773,15.1739311357294,-487728.884564383,3890044.42457777,19319672.232,259,0.0596609812259423,15.3099825848782,258131.221867925,4456982.76458923
"290","1","Male","50-54","BY",433712,NA,4.76728903546453,NA,117.6,510,NA,16.2336863090689,NA,11225362.7695337,126008769307633,NA,48685745.375,NA,16.2051609856355,NA,10909679.5542905,119021107977305,NA,NA,5.10776200482698,NA,165.3,NA,15.7581033818927,NA,6976817.19781791,30259293.405,717,NA,15.8247579887121,NA,7457702.79709804
"290","2","Male","50-54","BY",478129,-0.115235263577585,4.65205377188694,-12.8,104.8,501,0.0911885577901899,16.3248748668591,1071747.64209162,12297110.4116253,151218924475704,25210155168070.4,58796051.04,0.138641623612649,16.3438026092482,1622404.13711531,12532083.6914058,157053121648400,38032013671095.4,-0.0753652189492104,5.03239678587777,-12,153.3,0.0585763691515808,15.8166797510443,420883.186806328,7397700.38462423,35370550.872,733,0.0648139241542705,15.8895719128663,499371.286948361,7957074.0840464
"290","3","Male","50-54","BY",527729,-0.0992300662710592,4.55282370561588,-9.89999999999999,94.9,501,0.0565902833619667,16.3814651502211,715964.211145084,13013074.6227704,169340111137791,18121186662087.2,68673768.576,0.0251251897497085,16.3689277989979,318859.914784931,12850943.6061908,165146751569495,8093629921095.22,-0.127863022664059,4.90453376321371,-18.4,134.9,0.0562206831036622,15.872900434148,427817.176093483,7825517.56071772,41297525.568,712,-0.0699566414618076,15.8196152714045,-537625.694085408,7419448.38996099
"290","4","Male","50-54","BY",551422,-0.0869155869612985,4.46590811865458,-7.90000000000001,87,480,-0.0103193266853445,16.3711458235357,-133595.673979819,12879478.9487906,165880977992340,-3459133145451.25,71020280.409,0.0468408562996174,16.4157686552975,616269.832169633,13467213.4383604,181365837794355,16219086224859.6,-0.11371423033899,4.79081953287472,-14.5,120.4,-0.0404923965722954,15.8324080375757,-310544.190776004,7514973.36994171,41439216.456,664,0.0550668470200399,15.8746821184246,420024.200387799,7839472.59034879
"291","1","Male","55-59","BY",383698,NA,5.32981603360741,NA,206.4,792,NA,16.7484180331013,NA,18782159.8496734,352769528618685,NA,72066771.7,NA,16.7194078402093,NA,18245113.3447977,332884160964515,NA,NA,5.70644559207568,NA,300.8,NA,16.3465607812721,NA,12566697.0468963,48218165.235,1154,NA,16.3097976334276,NA,12113094.7171099
"291","2","Male","55-59","BY",391864,-0.129111495926371,5.20070453768104,-25,181.4,711,0.072542184471434,16.8209602175727,1413135.21340968,20195295.0630831,407849942684989,55080414066304.3,79138091.046,0.0730422587826816,16.7924500989919,1382541.65295296,19627654.9977507,385244840710727,52360679746211.4,-0.0194702357358647,5.68697535633982,-5.80000000000001,295,-0.00758540858172907,16.3389753726904,-94962.9100528657,12471734.1368434,48872236.258,1156,0.0441427176524058,16.35394035108,546682.170076614,12659776.8871865
"291","3","Male","55-59","BY",435190,-0.085108807948294,5.11559572973274,-14.8,166.6,725,0.0496503932047965,16.8706106107775,1028013.80936341,21223308.8724465,450428839495267,42578896810278,92361717.882,0.0488473497727497,16.8412974487647,982561.323843341,20610216.321594,424781016822900,39536176112173.4,-0.161920902967443,5.52505445337238,-44.1,250.9,0.0472757577127929,16.3862511304032,603770.077407852,13075504.2142512,56903286.79,1092,0.0392430028382442,16.3931833539183,506684.548494183,13166461.4356807
"291","4","Male","55-59","BY",486838,0.00717706430036369,5.12277279403311,1.20000000000002,167.8,817,0.0247838010479917,16.8953944118255,532566.51608108,21755875.3885276,473318113921141,22889274425873.8,105915868.624,0.054719933649686,16.8960173824144,1159216.55995629,21769432.8815503,473908207984323,49127191161423.2,-0.122377071500098,5.40267738187228,-28.9,222,0.0394502584220966,16.4257013888253,526142.003792541,13601646.2180438,66217982.415,1081,-0.0290794253898738,16.3641039285284,-377359.838016799,12789101.5976639
"292","1","Male","60-64","BY",320750,NA,5.79666546880291,NA,329.2,1056,NA,17.0735673127015,NA,25998965.6551832,675946215139394,NA,83391682.339,NA,17.0737822479196,NA,26004554.3491194,676236846896305,NA,NA,6.16415655492609,NA,475.4,NA,16.6683407237551,NA,17336778.4308652,55607716.817,1525,NA,16.705958535699,NA,18001372.0093804
"292","2","Male","60-64","BY",352084,-0.0183941421559748,5.77827132664694,-6,323.2,1138,0.158170046149191,17.2317373588506,4455322.21163271,30454287.8668159,927463649474889,251517434335495,107224674.893,0.125971906865253,17.1997541547848,3491119.30565961,29495673.654779,869994764349225,193757917452920,-0.0340176131303522,6.13013894179574,-15.9,459.5,0.0665711848147801,16.7349119085699,1193412.62013403,18530191.0509992,65241837.86,1618,0.0320283526121052,16.7379868883111,585886.699679893,18587258.7090603
"292","3","Male","60-64","BY",364939,-0.186165569215361,5.59210575743158,-54.9,268.3,979,0.0496397488615017,17.2813771077121,1549893.10863481,32004180.9754507,1024267599909400,96803950434511.1,116795738.01,0.0690567520737595,17.2688109068586,2108852.68368914,31604526.3384682,998846085078928,128851320729703,-0.0710157462139449,6.0591231955818,-31.5,428,0.0822302426578325,16.8171421512278,1588144.04829137,20118335.0992906,73419650.928,1562,0.0635728324180853,16.8015597207292,1220013.68243564,19807272.3914959
"292","4","Male","60-64","BY",387576,0.0687692162133455,5.66087497364492,19.1,287.4,1114,0.0333579015407963,17.3147350092529,1085598.2936475,33089779.2690982,1094933492077641,70665892168240.6,128248042.9,0.0416633375026585,17.3104742443613,1344565.09258546,32949091.4310536,1085642626131932,86796541053003.8,-0.0932328995932448,5.96589029598855,-38.1,389.9,0.0506914323551086,16.8678335835829,1046117.82736124,21164452.9266518,82028340.075,1511,0.0741782933421966,16.8757380140714,1525136.40540309,21332408.796899
"293","1","Male","65-69","BY",366548,NA,6.30390020590095,NA,546.7,2004,NA,17.440502328087,NA,37524414.3370036,1408081671335122,NA,137544990.264,NA,17.4015740873977,NA,36091721.9230821,1302612391373082,NA,NA,6.55193711076339,NA,700.6,NA,16.9594234921473,NA,23194447.8723114,85018784.787,2568,NA,16.9626155428134,NA,23268604.0172113
"293","2","Male","65-69","BY",297747,-0.0348039221946923,6.26909628370626,-18.7,528,1572,0.121640176373074,17.56214250446,4853695.28828228,42378109.6252859,1795904175412749,387822504077627,126179550.066,0.143992620894949,17.5455667082927,5589726.60226357,41681448.5253456,1737343151171037,434730759797955,0.0590280767362419,6.61096518749963,42.6,743.2,0.104867740271882,17.0642912324192,2564464.38876931,25758912.2610807,76696388.49,2213,0.0949034125662926,17.0575189553796,2316451.12257365,25585055.1397849
"293","3","Male","65-69","BY",299189,-0.11785406090589,6.15124222280037,-58.7,469.3,1404,0.0777432039896304,17.6398857084497,3426061.08353027,45804170.7088162,2098022054322373,302117878909624,137041040.302,0.0465275362678241,17.5920942445605,1985159.28145307,43666607.8067987,1906772637352773,169429486181736,-0.175295703967551,6.43566948353208,-119.5,623.7,0.0199976776196529,17.0842889100388,520303.514900353,26279215.7759811,78624522.888,1866,0.0340469001685051,17.0915658555482,886090.542206801,26471145.6819917
"293","4","Male","65-69","BY",333895,-0.018712235413787,6.13252998738658,-8.69999999999999,460.6,1538,0.0387640769294393,17.6786497853791,1810419.31679069,47614590.0256068,2267149183306619,169127128984247,158982735.366,0.0969961224409879,17.6890903670015,4447710.41949259,48114318.2262913,2314987618380827,408214981028054,-0.0399071760679375,6.39576230746414,-24.4000000000001,599.3,0.087215258732499,17.1715041687713,2394865.14167269,28674080.9176538,95741322.48,2001,0.0564120714566414,17.1479779270048,1536215.33364875,28007361.0156405
"294","1","Male","70-74","BY",282043,NA,6.92343175836714,NA,1015.8,2865,NA,17.7765382901933,NA,52511265.7467124,2757433030321849,NA,148104349.25,NA,17.7420308449934,NA,50730143.8426116,2573547494292063,NA,NA,6.86891049515857,NA,961.9,NA,17.0493231112071,NA,25376220.9698521,71571854.91,2713,NA,17.0802418387904,NA,26173076.8381738
"294","2","Male","70-74","BY",332386,-0.182557851691085,6.74087390667606,-169.5,846.3,2813,0.106259434552626,17.8827977247459,5887056.85111063,58398322.597823,3410364082239406,652931051917557,194107848.55,0.117982317099411,17.8600131620929,6352642.38694667,57082786.2295583,3258444483729446,684896989437384,-0.0234562423738121,6.84545425278476,-22.3,939.6,0.122860914923741,17.1721840261309,3317360.86091091,28693581.830763,95373448.904,3123,0.0905745639000699,17.1708164026905,2481289.79940905,28654366.6375829
"294","3","Male","70-74","BY",313472,-0.0960430490199773,6.64483085765608,-77.5,768.8,2410,0.0809801238303081,17.9637778485762,4925860.18086217,63324182.7786852,4009952124588329,599588042348924,198503582.24,0.0635475346726331,17.9235606967655,3745209.48346715,60827995.7130254,3700045062463838,441600578734392,0.0247029957820608,6.87015724856682,23.5,963.1,0.150088747996595,17.3222727741275,4646562.82649503,33340144.6572581,104512018.26,3019,0.068298979117408,17.2391153818079,2025444.59952862,30679811.2371115
"294","4","Male","70-74","BY",261514,-0.0208984408000061,6.62393241685608,-15.9,752.9,1969,0.0471586898065723,18.0109365383828,3057820.21006495,66382002.9887501,4406570320798431,396618196210102,173598231.296,0.06811263969702,17.9916733364625,4287514.86080757,65115510.573833,4240029717290955,539984654827117,-0.0608972163337809,6.80926003223304,-56.9,906.2,0.0461358348897747,17.3684086090173,1574209.93637746,34914354.5936355,91305925.272,2370,0.123390643804061,17.3625060256119,4029065.48819903,34708876.7253105
