"year","region","gender","agegroup","CVD_deaths","cancer_deaths","resp_deaths","overall_deaths","population","CVD_mort_100k","cancer_mort_100k","resp_mort_100k","overall_mort_100k","overall_avg_cost_case","overall_N","CVD_avg_cost_case","CVD_N","cancer_avg_cost_case","cancer_N","resp_avg_cost_case","resp_N","overall_costs_100k","CVD_costs_100k","cancer_costs_100k","resp_costs_100k","overall_hospcases_100k","CVD_hospcases_100k","cancer_hospcases_100k","resp_hospcases_100k","log_overall_costs_100k","log_CVD_costs_100k","log_cancer_costs_100k","log_resp_costs_100k","log_overall_mort_100k","log_CVD_mort_100k","log_cancer_mort_100k","log_resp_mort_100k","overall_costs_sum","CVD_costs_sum","cancer_costs_sum","resp_costs_sum","id"
"2007","SH","Female","1-14",1,4,0,19,191919,0.5,2.1,0,9.9,2020.31842278165,11202,2310.97602380952,168,3241.22062957075,629,1777.97516705202,1730,11792270.1618912,202295.745601009,1062285.53504343,1602705.84934269,5836.83741578478,87.5369296421928,327.742433005591,901.421954053533,16.282954803757,12.2174859927864,13.8759333100355,14.2872039146554,2.29253475714054,-0.693147180559945,0.741937344729377,NA,22631606.972,388243.972,2038727.776,3075897.039,"19"
"2007","SH","Female","15-19",1,1,0,13,79268,1.3,1.3,0,16.4,1798.132,7647,2108.032,154,2946.233,281,1976.218,564,17346615.7894737,409543.482868244,1044420.79149215,1406099.50042892,9647.02023515164,194.277640409749,354.493616591815,711.510319422718,16.6689079899696,12.9227983619084,13.8589730232039,14.1563301172904,2.79728133483015,0.262364264467491,0.262364264467491,NA,13750315.404,324636.928,827891.473,1114586.952,"20"
"2007","SH","Female","20-24",5,2,0,17,72961,6.9,2.7,0,23.3,1791.623,8955,3895.022,119,3785.132,125,1982.898,377,21989808.2057538,635281.339345678,648485.492249284,1024591.96831184,12273.6804594235,163.100834692507,171.324406189608,516.714409067858,16.9060896406081,13.361823233843,13.382394911246,13.8398050116041,3.14845336057165,1.93152141160321,0.993251773010283,NA,16043983.965,463507.618,473141.5,747552.546,"21"
"2007","SH","Female","25-29",4,3,0,14,74468,5.4,4,0,18.8,1833.266,11747,3048.003,197,4853.441,132,1871.598,298,28918966.1357899,806328.343718107,860308.067894935,748960.901326744,15774.5608852124,264.543159477897,177.257345436966,400.171885910727,17.1800082055076,13.6002463128745,13.6650458225673,13.5264420599709,2.9338568698359,1.68639895357023,1.38629436111989,NA,21535375.702,600456.591,640654.212,557736.204,"22"
"2007","SH","Female","30-34",4,10,1,25,76453,5.2,13.1,1.3,32.7,1925.706,12120,3078.015,218,4487.338,207,2041.286,302,30527980.2231436,877672.910153951,1214967.32109924,806336.405373236,15852.8769309249,285.142505853269,270.754581245994,395.013930127006,17.2341542054031,13.6850292635191,14.0102277381805,13.6002563108051,3.48737507790321,1.64865862558738,2.57261223020711,0.262364264467491,23339556.72,671007.27,928878.966,616468.372,"23"
"2007","SH","Female","35-39",10,19,1,54,109312,9.2,17.4,0.9,49.4,2268.757,12597,3345.758,530,5278.597,465,2104.011,418,26144917.2359851,1622193.11694965,2245451.19017125,804556.314036885,11523.8949063232,484.850702576112,425.387880562061,382.39168618267,17.0791653600222,14.299289567575,14.624417034543,13.5980462417676,3.89995042419388,2.21920348405499,2.85647020622048,-0.105360515657826,28579531.929,1773251.74,2454547.605,879476.598,"24"
"2007","SH","Female","40-44",16,51,6,115,123391,13,41.3,4.9,93.2,2673.023,11891,3437.583,768,3984.752,1003,2435.189,423,25759509.6019969,2139591.82112148,3239058.16145424,834813.679279688,9636.8454749536,622.41168318597,812.863174785843,342.812684879772,17.0643144218297,14.5761256310116,14.9907931546005,13.6349638403467,4.53474772169155,2.56494935746154,3.72086249996699,1.58923520511658,31784916.493,2640063.744,3996706.256,1030084.947,"25"
"2007","SH","Female","45-49",27,113,4,205,108753,24.8,103.9,3.7,188.5,2889.364,11638,3826.032,1107,3912.848,1247,2462.301,411,30919991.3859848,3894529.27643375,4486608.6048201,930554.293674657,10701.3139867406,1017.90295440126,1146.63503535535,377.920609086646,17.2469135030931,15.1750833766932,15.3166076524528,13.7435357022872,5.23909800688807,3.21084365317094,4.64342889810518,1.30833281965018,33626418.232,4235417.424,4879321.456,1012005.711,"26"
"2007","SH","Female","50-54",44,138,15,266,92845,47.4,148.7,16.2,286.5,3003.771,11514,3504.594,1341,4080.188,1544,3211.992,393,37250707.4091227,5061834.83655555,6785298.37040228,1359591.6376757,12401.314017987,1444.34272174054,1662.98669826054,423.286122031343,17.4331814934585,15.4372395914545,15.7302688252883,14.1226949462083,5.65773853615479,3.85862222870103,5.00193085346611,2.78501124223834,34585419.294,4699660.554,6299810.272,1262312.856,"27"
"2007","SH","Female","55-59",73,210,20,416,89674,81.4,234.2,22.3,463.9,3154.475,13863,3362.71,2013,4080.721,2179,3141.64,580,48766071.4644155,7548604.08814149,9915796.17168856,2031972.70111738,15459.3304636795,2244.79782322635,2429.91279523608,646.787251600241,17.7025453721435,15.8368732151432,16.1096396164286,14.5245176531008,6.1396690117577,4.39937527300849,5.45617545116362,3.10458667846607,43730486.925,6769135.23,8891891.059,1822151.2,"28"
"2007","SH","Female","60-64",96,299,26,542,83103,115.5,359.8,31.3,652.2,3279.146,16054,3398.945,2632,3906.874,2663,3255.139,702,63347183.4759275,10764982.2990746,12519410.2042044,2749729.34551099,19318.1954923408,3167.15401369385,3204.45711947824,844.734847117433,17.9641410040103,16.1918090444759,16.3427908142362,14.827013044985,6.48035126335522,4.74927052996185,5.88554832151643,3.44361809754611,52643409.884,8946023.24,10404005.462,2285107.578,"29"
"2007","SH","Female","65-69",251,470,60,955,103366,242.8,454.7,58,923.9,3394.792,24509,3602.562,4728,3980.919,3540,3155.217,1001,80493544.4227309,16478255.0703326,13633548.0332024,3055523.30263336,23710.8913956233,4574.03788479771,3424.72379699321,968.403536946385,18.2036875456667,16.6175521951852,16.4280440803776,14.9324614297431,6.8286038406767,5.49223805918534,6.11963786083096,4.06044301054642,83202957.128,17032913.136,14092453.26,3158372.217,"30"
"2007","SH","Female","70-74",359,480,101,1184,76813,467.4,624.9,131.5,1541.4,3498.722,23524,3688.056,5359,4050.698,2823,3489.03,1041,107148446.653561,25730399.9375106,14886959.8297163,4728470.74062984,30625.0244099306,6976.68363428066,3675.15915274758,1355.23934750628,18.4897257828451,17.0631837277637,16.5159962085091,15.3691123975429,7.34044637334389,6.14718542210476,6.43759163693504,4.87900685161782,82303936.328,19764292.104,11435120.454,3632080.23,"31"
"2007","SH","Female","75-79",791,492,133,1774,57378,1378.6,857.5,231.8,3091.8,3587.604,22664,3857.613,5710,4281.799,2271,3296.865,1120,141708419.700931,38389226.2365367,16947201.9397679,6435373.83666213,39499.4597232389,9951.54937432466,3957.96298232772,1951.96765310746,18.7692821220977,17.4632874114349,16.6456133008641,15.6773204916003,8.03650872456223,7.22882377045155,6.75402117904009,5.44587493090565,81309457.056,22026970.23,9723965.529,3692488.8,"32"
"2007","SH","Female","80-84",1533,590,198,2983,49864,3074.4,1183.2,397.1,5982.3,3522.357,24021,3790.006,6502,4262.811,1684,3214.76,1260,169682611.697818,49419659.4978341,14396305.3986844,8123290.55029681,48173.0306433499,13039.4673511953,3377.1859457725,2526.8730948179,18.9494402600036,17.7158588685341,16.4824821620908,15.9102458702346,8.69656038838376,8.03086503925063,7.07597791139659,5.98418813813721,84610537.497,24642619.012,7178573.724,4050597.6,"33"
"2007","SH","Female","85-89",1929,372,233,3342,30581,6307.8,1216.4,761.9,10928.4,3329.379,17012,3530.706,4765,4110.567,844,3042.393,1004,185211064.216343,55013943.5924267,11344686.4000523,9988432.59540237,55629.312318106,15581.5702560413,2759.88358784866,3283.08426800955,19.0370066203808,17.8230972309283,16.2442600336855,16.1169382409579,9.29912018436177,8.74954224180984,7.10365095580321,6.63581531347896,56639395.548,16823814.09,3469318.548,3054562.572,"34"
"2007","SH","Female","90+",2429,254,238,3903,16496,14724.8,1539.8,1442.8,23660.3,3121.70186811693,8826,3294.68813557161,2353,4073.32416612378,307,2699.49419026549,678,167023161.299709,46995642.4769641,7580689.37318138,11095156.7713385,53503.879728419,14264.0640155189,1861.05722599418,4110.08729388943,18.9336430511818,17.6655654421201,15.8411146998132,16.2220192441578,10.0715538170801,9.59728842608459,7.33940781684395,7.27434094902938,27552140.688,7752401.183,1250510.519,1830257.061,"35"
