"year","region","gender","agegroup","CVD_deaths","cancer_deaths","resp_deaths","overall_deaths","population","CVD_mort_100k","cancer_mort_100k","resp_mort_100k","overall_mort_100k","overall_avg_cost_case","overall_N","CVD_avg_cost_case","CVD_N","cancer_avg_cost_case","cancer_N","resp_avg_cost_case","resp_N","overall_costs_100k","CVD_costs_100k","cancer_costs_100k","resp_costs_100k","overall_hospcases_100k","CVD_hospcases_100k","cancer_hospcases_100k","resp_hospcases_100k","log_overall_costs_100k","log_CVD_costs_100k","log_cancer_costs_100k","log_resp_costs_100k","log_overall_mort_100k","log_CVD_mort_100k","log_cancer_mort_100k","log_resp_mort_100k","overall_costs_sum","CVD_costs_sum","cancer_costs_sum","resp_costs_sum","id"
"2010","HE","Female","85-89",4238,1136,493,7989,72860,5816.6,1559.2,676.6,10964.9,3658.175,46852,3839.2,12401,4565.61,2330,3278.451,2813,235235815.399396,65344385.3966511,14600427.2577546,12657538.6535822,64304.1449354927,17020.3129289048,3197.91380730167,3860.82898709855,19.2760990387539,17.9951820784545,16.4965613504801,16.3537635366301,9.30245454088336,8.66847117757873,7.35192814819335,6.51708025634661,171392815.1,47609919.2,10637871.3,9222282.663,"1889"
"2010","HE","Female","90+",4078,506,445,6919,32222,12655.9,1570.4,1381,21472.9,3352.61275876982,18729,3486.04151067464,4684,3938.26838596491,684,2894.5706407767,1442,194870226.426044,50675372.2177394,8360050.82241946,12953792.017876,58124.883619887,14536.6519769102,2122.77326050524,4475.20327726398,19.0878443894735,17.74095059547,15.9389750642792,16.3768991231596,9.97454695394516,9.44587878858557,7.35908564296225,7.23056315340929,62791084.359,16328618.436,2693775.576,4173970.864,"1890"
"2010","RP","Male","<1",0,0,0,53,15998,0,0,0,331.3,2265.649,21685,7073.786,41,2380.512,14,2191.622,1380,307104629.109889,1812884.27303413,208320.840105013,18905102.887861,135548.193524191,256.282035254407,87.5109388673584,8626.07825978247,19.5426990589213,14.4104296559479,12.2468346707564,16.7549424376548,5.80302430930585,NA,NA,NA,49130598.565,290025.226,33327.168,3024438.36,"1891"
"2010","RP","Male","1-14",1,8,0,40,264901,0.4,3,0,15.1,1964.49402392008,25627,3033.26224012158,329,4213.15773658537,615,1774.21961195862,5703,19004869.1212944,376723.106745539,978135.985896618,3819681.48364861,9674.18016542029,124.197341648389,232.16220399319,2152.87975507831,16.7602057738411,12.8392657317127,13.7934039842352,15.1556775958625,2.71469474382088,-0.916290731874155,1.09861228866811,NA,50344088.351,997943.277,2591092.008,10118374.447,"1892"
"2010","RP","Male","15-19",4,5,0,41,116477,3.4,4.3,0,35.2,2025.719,10816,3047.299,256,4983.975,195,1947.411,1008,18810732.3368562,669753.293783322,834392.304918568,1685302.925041,9285.95345003735,219.785880474257,167.4150261425,865.406904367386,16.7499381338982,13.4146647053243,13.634458960333,14.337455883083,3.56104608260405,1.22377543162212,1.45861502269952,NA,21910176.704,780108.544,971875.125,1962990.288,"1893"
"2010","RP","Male","20-24",2,7,3,63,122807,1.6,5.7,2.4,51.3,2178.549,10824,2577.751,372,7203.108,204,2060.947,1006,19201360.1635086,780837.714462531,1196539.31127704,1688269.13938131,8813.82983054712,302.914328987761,166.114309444901,819.171545595935,16.7704916763382,13.5681226152487,13.9949440410161,14.3392143841898,3.93769075217672,0.470003629245736,1.7404661748405,0.8754687373539,23580614.376,958923.372,1469434.032,2073312.682,"1894"
"2010","RP","Male","25-29",4,2,1,55,115304,3.5,1.7,0.9,47.7,2342.218,9463,2627.042,411,6415.4,306,2062.147,880,19222584.5885659,936406.596475404,1702553.59744675,1573830.36147922,8207.00062443627,356.449039061958,265.38541594394,763.199888989107,16.7715964263764,13.7498050590801,14.3476397981236,14.2690229267251,3.8649313978943,1.25276296849537,0.53062825106217,-0.105360515657826,22164408.934,1079714.262,1963112.4,1814689.36,"1895"
"2010","RP","Male","30-34",13,12,4,90,107784,12.1,11.1,3.7,83.5,2324.937,9581,3185.474,529,5333.302,293,2240.461,824,20666538.073369,1563419.19579901,1449804.68900764,1712814.39174646,8889.07444518667,490.796407630075,271.839976248794,764.491946856676,16.8440264320656,14.2623857729321,14.1869394080882,14.3536484186899,4.42484663185681,2.4932054526027,2.40694510831829,1.30833281965018,22275221.397,1685115.746,1562657.486,1846139.864,"1896"
"2010","RP","Male","35-39",27,12,0,104,119816,22.5,10,0,86.8,2486.758,11391,3227.863,938,4728.498,358,2029.606,827,23641801.0766509,2526987.62602657,1412834.91687254,1400884.8250651,9507.07751886226,782.867062829672,298.791480269747,690.225011684583,16.9785269352756,14.7425384896534,14.1611088231871,14.1526146128499,4.4636066216663,3.11351530921037,2.30258509299405,NA,28326660.378,3027735.494,1692802.284,1678484.162,"1897"
"2010","RP","Male","40-44",69,50,8,275,165963,41.6,30.1,4.8,165.7,2786.128,18839,3761.005,2125,4946.024,811,2478.771,1096,31626245.2426143,4815612.89263269,2416939.59738014,1636951.0167929,11351.3252953972,1280.40587359833,488.663135759175,660.388158806481,17.2694978794973,15.3873738833035,14.6980126686328,14.30834593336,5.11017892443252,3.72810016726722,3.40452517175483,1.56861591791385,52487865.392,7992135.625,4011225.464,2716733.016,"1898"
"2010","RP","Male","45-49",116,164,9,485,177072,65.5,92.6,5.1,273.9,3019.224,25366,3864.207,3579,5027.304,1843,2620.09,1263,43251127.2160477,7810380.44015993,5232516.30523177,1868829.44226078,14325.2462275233,2021.21171049065,1040.8195536279,713.269178639198,17.5825338538013,15.8709642325578,15.470402849443,14.4408228261263,5.61276307626903,4.18205014264121,4.52828914165213,1.62924053973028,76585635.984,13829996.853,9265321.272,3309173.67,"1899"
"2010","RP","Male","50-54",206,239,25,727,157496,130.8,151.8,15.9,461.6,3295.996,28701,4246.311,5227,4748.481,2685,3067.8,1304,60063989.6860873,14092718.2893534,8095235.10755829,2540008.12719053,18223.3199573322,3318.81444608117,1704.80520140194,827.957535429471,17.910921046653,16.4611687885716,15.9067861882247,14.7476778386709,6.13469871519389,4.8736694390231,5.02256386496153,2.76631910922619,94598381.196,22195467.597,12749671.485,4000411.2,"1900"
"2010","RP","Male","55-59",313,435,44,1049,139476,224.4,311.9,31.5,752.1,3663.639,33808,4581.152,6847,4795.311,4539,3740.806,1628,88804028.8737847,22489279.6925636,15605492.4352577,4366365.66004187,24239.2956494307,4909.08830193008,3254.32332444291,1167.22590266426,18.3019425771335,16.9285492955241,16.5631334894376,15.2894415643125,6.62286929383236,5.41343017364854,5.74268262361376,3.44998754583159,123860307.312,31367147.744,21765916.629,6090032.168,"1901"
"2010","RP","Male","60-64",430,510,65,1313,109737,391.9,464.8,59.2,1196.5,3743.367,33499,4779.903,7550,4476.218,4994,3593.849,1791,114272352.199349,32886143.8256923,20370734.2938116,5865463.38882966,30526.6227434685,6880.08602385704,4550.88074213802,1632.08398261297,18.5540952114857,17.3085619667094,16.8296098353594,15.5845920461268,7.08715590734843,5.97100670520559,6.1416072055377,4.08092154188996,125399051.133,36088267.65,22354232.692,6436583.559,"1902"
"2010","RP","Male","65-69",624,787,147,1917,101930,612.2,772.1,144.2,1880.7,4018.896,39075,4997.442,9277,4662.37,6556,3902.403,2194,154064908.466595,45483439.0601393,29987734.4452075,8399756.87432552,38335.1319533013,9101.34405964878,6431.86500539586,2152.45756891985,18.852884555128,17.6328588409653,17.2162990041973,15.943713319862,7.53939932694803,6.41705902651131,6.64911407531477,4.97120122485085,157038361.2,46361269.434,30566497.72,8561872.182,"1903"
"2010","RP","Male","70-74",1058,1178,249,3062,109785,963.7,1073,226.8,2789.1,4040.495,52207,5065.725,13583,4477.059,8077,3786.825,3034,192141114.419092,62674994.4664572,32938202.4347589,10465206.5855991,47553.8552625586,12372.3641663251,7357.10707291524,2763.583367491,19.073740630966,17.9534731137192,17.3101437103309,16.1635666542884,7.93347424212992,6.87078004285724,6.9782137426307,5.4240685718536,210942122.465,68807742.675,36161205.543,11489227.05,"1904"
"2010","RP","Male","75-79",1321,1075,350,3412,69623,1897.4,1544,502.7,4900.7,4126.534,40307,5180.588,11001,4361.597,5131,4123.229,2798,238898361.084699,81857501.9576864,32143622.3762262,16570378.6708415,57893.2249400342,15800.8129497436,7369.69105037129,4018.78689513523,19.2915487520159,18.2204905125317,17.2857246180904,16.6231272419383,8.49713333103847,7.54823980695878,7.34213173058472,6.21999357069853,166328205.938,56991648.588,22379354.207,11536794.742,"1905"
"2010","RP","Male","80-84",1725,996,420,3876,46274,3727.8,2152.4,907.6,8376.2,3964.247,30337,4947.77,8199,4292.784,3464,3729.723,2571,259894025.238795,87666435.2119981,32135116.4282318,20722474.4629814,65559.4934520465,17718.373168518,7485.84518304015,5556.03578683494,19.3757845106549,18.2890496613031,17.2854599598783,16.8467293921142,9.03314963001124,8.2235735262977,7.67433877761526,6.81080375290569,120263361.239,40566766.23,14870203.776,9589117.833,"1906"
"2010","RP","Male","85-89",1356,527,315,2850,19649,6901.1,2682.1,1603.1,14504.6,3658.569,14174,4458.327,3717,3982.836,1323,3380.468,1367,263914484.228205,84338141.6815105,26817100.2493766,23518243.9615248,72135.9865642017,18916.9932312077,6733.16708229426,6957.09705328516,19.3911356852581,18.2503447723846,17.1045503110082,16.9732870167076,9.58222111947757,8.83943609816914,7.89435534875429,7.37969453369563,51856557.006,16571601.459,5269292.028,4621099.756,"1907"
"2010","RP","Female","<1",0,2,0,44,15193,0,13.2,0,289.6,2306.761,19702,8955.938,35,5600.508,45,2105.359,902,299136478.786283,2063172.71111696,1658809.05680247,12499399.8420325,129678.14124926,230.369248996248,296.189034423748,5936.94464556046,19.5164104780032,14.5397555069772,14.3216104671914,16.3411911884825,5.66850066051156,NA,2.58021682959233,NA,45447805.222,313457.83,252022.86,1899033.818,"1908"
"2010","RP","Female","1-14",3,7,0,27,250000,1.2,2.8,0,10.8,1965.71247907505,21147,2594.15880479452,292,4558.90409615385,520,1861.1082751262,4358,16627568.718,302997.7484,948252.052,3244283.9452,8458.8,116.8,208,1743.2,16.6265726419242,12.6214806534408,13.7623756235351,14.9924052197335,2.37954613413017,0.182321556793955,1.02961941718116,NA,41568921.795,757494.371,2370630.13,8110709.863,"1909"
"2010","RP","Female","15-19",2,5,0,21,110526,1.8,4.5,0,19,1775.606,14384,2238.57,337,4106.541,200,1803.948,1383,23107971.6121094,682552.603007437,743090.49454427,2257260.81103089,13014.1324213307,304.905633063714,180.952897960661,1251.28928939797,16.955688207395,13.4335948770748,13.5185731124398,14.6296626056281,2.94443897916644,0.587786664902119,1.50407739677627,NA,25540316.704,754398.09,821308.2,2494860.084,"1910"
"2010","RP","Female","20-24",7,2,0,28,118644,5.9,1.7,0,23.6,1832.1,18639,2556.587,348,5816.187,121,1825.863,1103,28782333.6199049,749883.918276525,593168.324567614,1697453.63355922,15710.0232628704,293.314453322545,101.985772563299,929.671959812548,17.1752723409141,13.5276736979022,13.2932334902606,14.3446398234966,3.16124671203156,1.77495235091167,0.53062825106217,NA,34148511.9,889692.276,703758.627,2013926.889,"1911"
"2010","RP","Female","25-29",4,7,0,23,112745,3.5,6.2,0,20.4,1900.884,22856,2670.974,356,5027.481,213,1954.712,783,38535282.8985764,843378.193267994,949801.279879374,1357523.16821145,20272.2958889529,315.756796310258,188.921903410351,694.487560423966,17.4670848185083,13.6451707642193,13.7640080626214,14.121172397467,3.01553490085017,1.25276296849537,1.82454929205105,NA,43446604.704,950866.744,1070853.453,1530539.496,"1912"
"2010","RP","Female","30-34",6,14,2,45,108434,5.5,12.9,1.8,41.5,2021.346,22939,2983.188,469,4404.662,395,1949.716,747,42761178.1304757,1290291.94901968,1604516.56307062,1343156.06912961,21154.8038438128,432.521164948264,364.276887323164,688.898316026339,17.5711411959042,14.0703790678015,14.2883330623648,14.1105326780832,3.72569342723665,1.70474809223843,2.55722731136763,0.587786664902119,46367655.894,1399115.172,1739841.49,1456437.852,"1913"
"2010","RP","Female","35-39",6,31,2,59,119919,5,25.8,1.7,49.2,2275.85,19191,2767.536,717,4448.76,693,2063.305,726,36421115.3778801,1654719.69579466,2570894.25362119,1249142.69632002,16003.3022290046,597.903584919821,577.890075801166,605.408650839317,17.4106592572171,14.319142184349,14.7597643549553,14.0379680310366,3.89589362349826,1.6094379124341,3.25037449192757,0.53062825106217,43675837.35,1984323.312,3082990.68,1497959.43,"1914"
"2010","RP","Female","40-44",26,72,3,153,160042,16.3,45,1.9,95.6,2700.84,20542,3300.7,1442,4527.311,1318,2407.927,842,34666309.6437185,2973975.20650829,3728393.73289511,1266839.03850239,12835.380712563,901.01348396046,823.533822371627,526.111895627398,17.3612788696456,14.9054100692184,15.1314880642577,14.0520354097983,4.56017282005736,2.79116510781272,3.80666248977032,0.641853886172395,55480655.28,4759609.4,5966995.898,2027474.534,"1915"
"2010","RP","Female","45-49",43,130,13,275,171126,25.1,76,7.6,160.7,2992.593,24133,3367.855,2293,4242.521,2213,2857.471,926,42202965.574489,4512751.72387597,5486424.60701471,1546239.69823405,14102.4742002969,1339.94834215724,1293.1991631897,541.121746549326,17.5580010508141,15.3224176637518,15.5177873457738,14.2513365402473,5.07953927274347,3.22286784613774,4.33073334028633,2.02814824729229,72220246.869,7722491.515,9388698.973,2646018.146,"1916"
"2010","RP","Female","50-54",76,204,19,394,154147,49.3,132.3,12.3,255.6,3088.771,25743,3294.038,2926,4301.528,2996,2807.391,1024,51583379.4060215,6252703.71009491,8360446.77353435,1864952.53491797,16700.292577864,1898.18809318378,1943.5992915853,664.300959473749,17.7587100740305,15.6485245217861,15.9390224254433,14.4387461602901,5.54361372250338,3.89792408104864,4.88507207112091,2.50959926237837,79514231.853,9638355.188,12887377.888,2874768.384,"1917"
"2010","RP","Female","55-59",104,312,28,563,138295,75.2,225.6,20.2,407.1,3321.509,27325,3510.133,3677,4461.098,3501,3377.988,1230,65627993.3656314,9332773.44878701,11293469.8275426,3004392.95708449,19758.4872916591,2658.80906757294,2531.54488593225,889.403087602589,17.9995128910264,16.0490427900421,16.2397352252711,14.9155860945909,6.00905885550893,4.32015123095579,5.4187635196239,3.00568260440716,90760233.425,12906759.041,15618304.098,4154925.24,"1918"
"2010","RP","Female","60-64",131,385,46,706,110089,119,349.7,41.8,641.3,3487.658,26823,3662.38,4282,4087.956,3960,3557.151,1169,84976201.5587388,14245120.9112627,14704744.1252078,3777225.26228778,24364.8320903996,3889.58024870786,3597.08962748322,1061.86812488078,18.2578817935905,16.4719250138573,16.5036807292889,15.1445002404477,6.46349736615482,4.77912349311153,5.85707564406933,3.73289633953071,93549450.534,15682311.16,16188305.76,4158309.519,"1919"
