"ID","year","region","gender","agegroup","population","d_log_CVD_mort_100k","d_CVD_mort_100k","d_log_CVD_costs_100k","d_CVD_costs_100k","d_lag_log_CVD_costs_100k","d_lag_CVD_costs_100k","d_log_cancer_mort_100k","d_cancer_mort_100k","d_log_cancer_costs_100k","d_cancer_costs_100k","d_lag_log_cancer_costs_100k","d_lag_cancer_costs_100k"
"150","2011","NW","Male","50-54",680261,-0.100127836926973,-11.3,0.0290120461276828,407109.947615137,-0.0163297300955882,-227692.133321915,-0.0569211136371299,-9.59999999999999,0.0781023524140849,622297.537226757,0.0368006809136094,276791.707222748
"150","2012","NW","Male","50-54",697964,-0.0121895555245857,-1.3,0.0488508049034486,712755.756941825,0.0290120461276828,407109.947615137,-0.0366614527228171,-5.90000000000001,-0.00280654206811093,-23213.7640896635,0.0781023524140849,622297.537226757
"150","2013","NW","Male","50-54",716919,-0.0258017179864742,-2.7,0.0111695723826628,167918.246784084,0.0488508049034486,712755.756941825,-0.0178804252778484,-2.80000000000001,0.00535628400652044,44360.0117841074,-0.00280654206811093,-23213.7640896635
"150","2014","NW","Male","50-54",736568,-0.072248060149346,-7.2,-0.0142557335841182,-213984.434499713,0.0111695723826628,167918.246784084,-0.0735133828982697,-11,0.00315459730204815,26237.3373389235,0.00535628400652044,44360.0117841074
"150","2015","NW","Male","50-54",752809,0.0226347111768739,2.2,0.0241303246279401,364004.603920178,-0.0142557335841182,-213984.434499713,-0.098296604220673,-13.5,-0.0481401746984762,-391522.526747614,0.00315459730204815,26237.3373389235
"150","2016","NW","Male","50-54",763805,-0.188648754144626,-16.9,0.0177376718164446,273229.133016186,0.0241303246279401,364004.603920178,0.0594087066906104,8,0.0160697268723489,128604.544801234,-0.0481401746984762,-391522.526747614
"150","2017","NW","Male","50-54",768434,-0.0388276700117371,-3.10000000000001,-0.0151702964627596,-233980.910376051,0.0177376718164446,273229.133016186,-0.122570975603921,-16,-0.00736295346345095,-59181.6183070093,0.0160697268723489,128604.544801234
"151","2007","NW","Male","55-59",547228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2008","NW","Male","55-59",557695,-0.162592492265239,-36,0.0338614364465286,701612.94124233,NA,NA,0.0413551856819137,13.3,0.0277297003778543,356424.643713621,NA,NA
"151","2009","NW","Male","55-59",562599,-0.0554577576687265,-11,0.0298059001446767,637551.056577291,0.0338614364465286,701612.94124233,-0.0284232912233486,-9.19999999999999,-0.0134021363241814,-173499.051676402,0.0277297003778543,356424.643713621
"151","2010","NW","Male","55-59",568236,0.00155400186673393,0.299999999999983,0.0356835787990555,788694.763003323,0.0298059001446767,637551.056577291,0,0,0.0450085419523347,591990.406434419,-0.0134021363241814,-173499.051676402
"151","2011","NW","Male","55-59",569343,-0.0267521854714321,-5.09999999999999,0.0198327256460935,450673.732117016,0.0356835787990555,788694.763003323,-0.000940586368137986,-0.300000000000011,0.0542878690119615,750414.3550763,0.0450085419523347,591990.406434419
"151","2012","NW","Male","55-59",585205,0.021562760229207,4.09999999999999,0.062876490712771,1489335.81845022,0.0198327256460935,450673.732117016,-0.0429415541315281,-13.4,0.0378442642185917,547743.496547915,0.0542878690119615,750414.3550763
"151","2013","NW","Male","55-59",602797,-0.0463218290415668,-8.69999999999999,0.00785048673183297,192614.363153402,0.062876490712771,1489335.81845022,0.00717784484695727,2.20000000000005,-0.0117346218760126,-172064.975253122,0.0378442642185917,547743.496547915
"151","2014","NW","Male","55-59",621831,-0.0682146613309458,-12.1,0.00130296267891694,32115.1994288675,0.00785048673183297,192614.363153402,-0.0263519859884251,-8,0.00566477966265921,82810.6966244541,-0.0117346218760126,-172064.975253122
"151","2015","NW","Male","55-59",642441,0.0709357514453064,12.6,0.0307781581376609,770911.832464866,0.00130296267891694,32115.1994288675,-0.0907810658946691,-26,-0.00981071523476373,-143121.529407391,0.00566477966265921,82810.6966244541
"151","2016","NW","Male","55-59",661556,-0.137265062176572,-23.6,0.0233471304518602,600815.978106249,0.0307781581376609,770911.832464866,0.0564881112646551,15.9,0.0322637725249955,476005.706972528,-0.00981071523476373,-143121.529407391
"151","2017","NW","Male","55-59",678153,-0.0892810102834787,-13.7,0.00982423109027053,257040.457734082,0.0233471304518602,600815.978106249,-0.089180472950197,-24.7,0.000488393286669719,7324.19516912848,0.0322637725249955,476005.706972528
"152","2007","NW","Male","60-64",446730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2008","NW","Male","60-64",445448,-0.169945719303004,-62,0.0284698669875532,848842.250598498,NA,NA,0.0739810677055504,38.9,0.0370271359322736,709283.945523512,NA,NA
"152","2009","NW","Male","60-64",451494,-0.0074974110380861,-2.5,0.0253730117425803,777145.588017751,0.0284698669875532,848842.250598498,-0.0213069663129302,-11.5,-0.0232429968605601,-448301.598676395,0.0370271359322736,709283.945523512
"152","2010","NW","Male","60-64",473025,-0.0371037502033769,-12.1,-0.0108512841059785,-334776.784521632,0.0253730117425803,777145.588017751,-0.0236865645193678,-12.5,0.057813082576299,1134649.67626011,-0.0232429968605601,-448301.598676395
"152","2011","NW","Male","60-64",488395,-0.0562216456215623,-17.5,0.0748008276975831,2383231.23585605,-0.0108512841059785,-334776.784521632,-0.00480539127493884,-2.5,0.0299220529392237,613527.760099694,0.057813082576299,1134649.67626011
"152","2012","NW","Male","60-64",504076,-0.00165371296162853,-0.5,0.0291886228993441,979419.125938781,0.0748008276975831,2383231.23585605,-0.00968061771072293,-5,0.0331353827232448,701182.771764636,0.0299220529392237,613527.760099694
"152","2013","NW","Male","60-64",514687,-0.0103145150019399,-3.10000000000002,0.029410458328222,1016205.71137258,0.0291886228993441,979419.125938781,-0.0103648136264463,-5.30000000000001,-0.000332614304525691,-7154.56663770229,0.0331353827232448,701182.771764636
"152","2014","NW","Male","60-64",520760,-0.0340168852782545,-10,0.0563234052734103,2031549.30238459,0.029410458328222,1016205.71137258,-0.0118648811301894,-6,0.0355986231768846,779392.922788151,-0.000332614304525691,-7154.56663770229
"152","2015","NW","Male","60-64",527612,0.121696934977519,37.4,0.0337490953344108,1273276.72439249,0.0563234052734103,2031549.30238459,-0.00578555229767819,-2.89999999999998,0.0119067408667028,266938.644589081,0.0355986231768846,779392.922788151
"152","2016","NW","Male","60-64",538936,-0.183793227405411,-54.8,0.0236077232802252,916556.242357925,0.0337490953344108,1273276.72439249,0.0162734291776303,8.19999999999999,0.0395007298472336,908682.84366484,0.0119067408667028,266938.644589081
"152","2017","NW","Male","60-64",553903,-0.0634590843024716,-16.7,-0.00375461738397931,-147221.730230354,0.0236077232802252,916556.242357925,-0.0690631776704089,-33.9,0.00532056186675689,125161.224569172,0.0395007298472336,908682.84366484
"153","2007","NW","Male","65-69",543818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2008","NW","Male","65-69",523554,-0.195347746803052,-116,0.0330091506570724,1384937.53913213,NA,NA,0.0438989678410238,34.6,0.0214068074788756,550237.625683282,NA,NA
"153","2009","NW","Male","65-69",497984,0.0429547381325213,23.5999999999999,0.0453811574947487,1980209.75079314,0.0330091506570724,1384937.53913213,-0.0167734562165363,-13.4,-0.00240282807914483,-62350.4444339313,0.0214068074788756,550237.625683282
"153","2010","NW","Male","65-69",459158,-0.0324098249559057,-17.9,0.0222938813181734,1006209.66855773,0.0453811574947487,1980209.75079314,0.0156556519642708,12.5,0.0884793251575857,2397681.43079254,-0.00240282807914483,-62350.4444339313
"153","2011","NW","Male","65-69",413808,-0.104256965794131,-53.8,0.0147050108988687,676078.738763012,0.0222938813181734,1006209.66855773,-0.00236392022990461,-1.90000000000009,0.0265075150553464,760604.395845857,0.0884793251575857,2397681.43079254
"153","2012","NW","Male","65-69",398705,0.0137933221323356,6.79999999999995,0.0416441680274389,1969471.29475302,0.0147050108988687,676078.738763012,-0.0191152701572124,-15.1999999999999,0.0518261018162001,1546621.96935832,0.0265075150553464,760604.395845857
"153","2013","NW","Male","65-69",397960,-0.0103271141558494,-5.09999999999997,0.000705901472848325,34096.0745065063,0.0416441680274389,1969471.29475302,0.00531848790705958,4.19999999999993,-0.0494791228327962,-1478301.30613778,0.0518261018162001,1546621.96935832
"153","2014","NW","Male","65-69",404564,-0.0578171477771878,-27.6,0.0337030155090154,1656232.87349586,0.000705901472848325,34096.0745065063,-0.0745743991372043,-56.9,0.0249082269913714,735047.166419216,-0.0494791228327962,-1478301.30613778
"153","2015","NW","Male","65-69",425087,0.0900618557677664,43.7,0.0100446301349315,504507.401129782,0.0337030155090154,1656232.87349586,-0.0249375738741051,-18.1,0.0222278980741351,671589.632004287,0.0249082269913714,735047.166419216
"153","2016","NW","Male","65-69",447896,-0.109002228214231,-52.4,0.0524932536160279,2720602.22617198,0.0100446301349315,504507.401129782,0.0799997809280208,59.7,0.0391679528969604,1220357.90788854,0.0222278980741351,671589.632004287
"153","2017","NW","Male","65-69",461808,-0.00639402465039041,-2.89999999999998,0.00803962420270921,429430.771403536,0.0524932536160279,2720602.22617198,-0.0424868266762193,-32.3,0.0128547311527321,411046.690477114,0.0391679528969604,1220357.90788854
"154","2007","NW","Male","70-74",412791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2008","NW","Male","70-74",438411,-0.144890442242485,-159,0.0210939029589312,1211735.25708082,NA,NA,0.0482075524636434,53.3,0.0203687241353734,607329.568009038,NA,NA
"154","2009","NW","Male","70-74",460740,-0.0471832974091519,-47,0.0533747034502063,3182734.61278588,0.0210939029589312,1211735.25708082,-0.0452467805006114,-50.0999999999999,0.00455444767707291,137499.519963153,0.0203687241353734,607329.568009038
"154","2010","NW","Male","70-74",476179,-0.0642096278604747,-60.5,0.0127885545609736,788142.941782944,0.0533747034502063,3182734.61278588,0.0113909003099462,12.3999999999999,0.0582083228500032,1813594.74227113,0.00455444767707291,137499.519963153
"154","2011","NW","Male","70-74",478082,-0.0726166606609011,-63.9,0.0142500752972587,890169.619099967,0.0127885545609736,788142.941782944,-0.00558737427938993,-6.09999999999991,0.056857891909285,1876417.24136541,0.0582083228500032,1813594.74227113
"154","2012","NW","Male","70-74",471471,0.0148584190115928,12.7,0.0188644289636883,1198099.15133289,0.0142500752972587,890169.619099967,-0.00331217526097216,-3.60000000000014,0.0321138553984675,1107927.24388432,0.056857891909285,1876417.24136541
"154","2013","NW","Male","70-74",453856,-0.00746011153014781,-6.39999999999998,0.0301156756253782,1960142.18129456,0.0188644289636883,1198099.15133289,0.0252970723532178,27.8000000000002,0.00186667762445225,65501.0551696047,0.0321138553984675,1107927.24388432
"154","2014","NW","Male","70-74",432462,-0.0668890838947487,-55.3000000000001,0.053112693892011,3604132.41245355,0.0301156756253782,1960142.18129456,-0.0331612938525234,-36.3000000000002,0.0489366489347596,1761522.82369656,0.00186667762445225,65501.0551696047
"154","2015","NW","Male","70-74",398817,0.0755098269386556,62.7,0.0291867441285163,2063590.52207635,0.053112693892011,3604132.41245355,-0.00689722186209263,-7.39999999999986,0.0177272428170241,659680.237571731,0.0489366489347596,1761522.82369656
"154","2016","NW","Male","70-74",365117,-0.165368294418707,-131.4,0.0182139846587823,1318640.36523026,0.0291867441285163,2063590.52207635,-0.0120438038417863,-12.8,0.0206626509128753,783820.499684982,0.0177272428170241,659680.237571731
"154","2017","NW","Male","70-74",351870,0.0317871880624132,23.5999999999999,-0.00278637582991692,-203284.981093258,0.0182139846587823,1318640.36523026,-0.00893796955244053,-9.40000000000009,0.0206940196108896,801412.193218194,0.0206626509128753,783820.499684982
"155","2007","NW","Male","75-79",290137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2008","NW","Male","75-79",287597,-0.118051383974108,-249,0.0199184254194442,1458152.92338736,NA,NA,0.0562086152177548,94.3999999999999,0.0194542671439919,626932.247394517,NA,NA
"155","2009","NW","Male","75-79",290173,-0.0274982254007039,-53.9000000000001,0.0449252180369335,3397412.05053024,0.0199184254194442,1458152.92338736,-0.0574343308826419,-96.3999999999999,-0.0132656235298008,-428818.570457049,0.0194542671439919,626932.247394517
"155","2010","NW","Male","75-79",302058,-0.0943123846934553,-174,0.0317704557100349,2496418.95320354,0.0449252180369335,3397412.05053024,-0.0227000568276301,-36.6000000000001,0.0814517188669051,2725018.49836321,-0.0132656235298008,-428818.570457049
"155","2011","NW","Male","75-79",313542,-0.0786085067105988,-133,0.03391279475807,2753741.0031587,0.0317704557100349,2496418.95320354,0.0275939309125777,44.6000000000001,0.0344203637020719,1219964.94432378,0.0814517188669051,2725018.49836321
"155","2012","NW","Male","75-79",333213,0.0102772055233835,16.8,0.0212244873322938,1771564.49519341,0.03391279475807,2753741.0031587,-0.0741408317610528,-117.1,0.00391320668532202,141373.350456141,0.0344203637020719,1219964.94432378
"155","2013","NW","Male","75-79",355972,-0.0174355205702099,-28.3999999999999,0.023027300536544,1965049.00447236,0.0212244873322938,1771564.49519341,-0.0261000168199761,-39.1999999999998,0.0030543214619918,110729.255244613,0.00391320668532202,141373.350456141
"155","2014","NW","Male","75-79",376375,-0.110970657583291,-169.6,0.0255308376556691,2232245.13834567,0.023027300536544,1965049.00447236,-0.0288109707661457,-42.1000000000001,0.0498962018454705,1857625.07451888,0.0030543214619918,110729.255244613
"155","2015","NW","Male","75-79",390575,0.0248090632749047,36.3000000000002,0.0351754680638514,3170366.7768058,0.0255308376556691,2232245.13834567,-0.033319945492825,-47.2,0.000227047887428,8666.56738127023,0.0498962018454705,1857625.07451888
"155","2016","NW","Male","75-79",397972,-0.151611267021782,-208.4,0.00130030848636409,119347.760808542,0.0351754680638514,3170366.7768058,0.0574654356708146,82.4000000000001,0.0440090844402619,1717563.43695359,0.000227047887428,8666.56738127023
"155","2017","NW","Male","75-79",392589,0.0284981342265462,36.8,0.00877345293223541,809333.059211209,0.00130030848636409,119347.760808542,-0.0277623822061077,-40.4000000000001,0.0662407146274582,2731997.21389064,0.0440090844402619,1717563.43695359
"156","2007","NW","Male","80-84",159951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2008","NW","Male","80-84",172123,-0.0731748461140072,-272.1,0.0634123648032379,4796116.05628099,NA,NA,0.0672371885954197,150.4,0.021112020375508,631504.301443946,NA,NA
"156","2009","NW","Male","80-84",184916,-0.0134546922472989,-47.9000000000001,0.0769419053313065,6242960.29404034,0.0634123648032379,4796116.05628099,-0.00868475648450584,-20,-0.00189266425388723,-57159.118957933,0.021112020375508,631504.301443946
"156","2010","NW","Male","80-84",195590,-0.0404838826538434,-140.3,0.0226379781809847,1930149.38127398,0.0769419053313065,6242960.29404034,-0.0318598470225204,-71.9000000000001,0.0743361981989636,2328322.47467112,-0.00189266425388723,-57159.118957933
"156","2011","NW","Male","80-84",198462,-0.0465634863661268,-154.5,0.0747964082248167,6697050.81117997,0.0226379781809847,1930149.38127398,0.0385104550918767,87.1999999999998,0.0903261320759832,3072273.02374045,0.0743361981989636,2328322.47467112
"156","2012","NW","Male","80-84",201316,0.0177049895175454,57.9000000000001,0.0474309254374141,4513830.58562663,0.0747964082248167,6697050.81117997,-0.0323162614013102,-73.3999999999996,0.0202581798242356,727980.409033954,0.0903261320759832,3072273.02374045
"156","2013","NW","Male","80-84",200803,-0.0100218637361991,-32.9000000000001,0.026993404213556,2666090.14125311,0.0474309254374141,4513830.58562663,-0.0140139727292832,-31.1000000000004,0.00756374216999944,275607.51100757,0.0202581798242356,727980.409033954
"156","2014","NW","Male","80-84",205121,-0.0994117711224849,-309.1,0.0204601806633207,2069309.44516636,0.026993404213556,2666090.14125311,-0.0536916609184805,-115.2,0.00983747478822394,361590.745962813,0.00756374216999944,275607.51100757
"156","2015","NW","Male","80-84",216430,0.0220391831523994,65.8999999999996,0.0655289127473395,6919765.19088642,0.0204601806633207,2069309.44516636,-0.040452977945229,-82.8,0.0432539214045669,1632750.83751657,0.00983747478822394,361590.745962813
"156","2016","NW","Male","80-84",230025,-0.128741912762089,-365.2,0.00213952512619642,233664.202675745,0.0655289127473395,6919765.19088642,0.0280711561848026,57.1000000000001,-0.00237500891361719,-91496.1168863922,0.0432539214045669,1632750.83751657
"156","2017","NW","Male","80-84",246153,-0.0306764318239985,-80.3000000000002,0.0178977347137455,1974374.84169187,0.00213952512619642,233664.202675745,-0.0405129963081681,-81.9000000000001,0.023556649877488,917192.342854761,-0.00237500891361719,-91496.1168863922
"157","2007","NW","Male","85-89",63489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2008","NW","Male","85-89",70833,-0.0706965518477212,-486.9,-0.00796632602491343,-613329.979528159,NA,NA,0.0935882582114882,273.2,0.0370272259587026,969280.200198412,NA,NA
"157","2009","NW","Male","85-89",75915,-0.00293814294855466,-19.5,0.0831610487075061,6649797.04446155,-0.00796632602491343,-613329.979528159,-0.0312561770863988,-94.0999999999999,-0.0156763271010334,-414751.923160039,0.0370272259587026,969280.200198412
"157","2010","NW","Male","85-89",80195,-0.0303016351498524,-197.8,0.00439828193763603,367333.027024388,0.0831610487075061,6649797.04446155,-0.0354757940474952,-103.3,0.0803920910316087,2197469.02878122,-0.0156763271010334,-414751.923160039
"157","2011","NW","Male","85-89",81026,-0.0291005369875172,-184.400000000001,0.0787782584627976,6860516.13954765,0.00439828193763603,367333.027024388,0.0884058479499075,264.4,0.0781831953575391,2313399.84471397,0.0803920910316087,2197469.02878122
"157","2012","NW","Male","85-89",86938,-0.0343218449427329,-210.7,0.0443404533859599,4105903.27019183,0.0787782584627976,6860516.13954765,-0.0381601218222283,-117,0.0129542524915145,401081.213118959,0.0781831953575391,2313399.84471397
"157","2013","NW","Male","85-89",94532,0.0207795850730452,126.7,0.0648966424347321,6347343.15311655,0.0443404533859599,4105903.27019183,-0.0211333437505754,-62.9000000000001,0.0131695940716625,413109.492187232,0.0129542524915145,401081.213118959
"157","2014","NW","Male","85-89",102714,-0.0895629584846596,-527.799999999999,-0.00504079529266832,-507914.480189517,0.0648966424347321,6347343.15311655,0.0296741795667312,88.6999999999998,0.105521029383706,3514013.92030275,0.0131695940716625,413109.492187232
"157","2015","NW","Male","85-89",109515,0.0328293350361353,188,0.0535998577824657,5534153.02614972,-0.00504079529266832,-507914.480189517,-0.0737910699838391,-215.8,-0.0701939344846672,-2378608.20222273,0.105521029383706,3514013.92030275
"157","2016","NW","Male","85-89",113780,-0.0916902772120807,-510,0.0155739652203692,1664408.91880523,0.0535998577824657,5534153.02614972,0.0828150692671876,243.3,0.0474997478312957,1591249.64715033,-0.0701939344846672,-2378608.20222273
"157","2017","NW","Male","85-89",115636,0.0214953887951399,115.4,0.0380880846512781,4181425.80935851,0.0155739652203692,1664408.91880523,-0.0981202133684782,-286.1,0.0330396865343729,1152260.77218969,0.0474997478312957,1591249.64715033
"158","2007","NW","Female","<1",73233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2008","NW","Female","<1",73234,0,0,0.194241558647338,222323.392052161,NA,NA,0.293761118528163,1.4,-0.402466496147092,-327605.935173541,NA,NA
"158","2009","NW","Female","<1",71777,-1.58045037556085,-5.4,-0.187569896378495,-215381.704685378,0.194241558647338,222323.392052161,0.702197016079863,5.6,0.234682479849777,174879.083434372,-0.402466496147092,-327605.935173541
"158","2010","NW","Female","<1",71055,1.79175946922805,7,0.921282038456503,1578981.43630469,-0.187569896378495,-215381.704685378,-0.684178510577185,-5.5,0.0492159937747196,42175.3684527255,0.234682479849777,174879.083434372
"158","2011","NW","Female","<1",70117,0.174353387144778,1.6,-0.391074632408154,-848964.46023092,0.921282038456503,1578981.43630469,-0.264151575041587,-1.3,0.0337127030142454,30111.3810466959,0.0492159937747196,42175.3684527255
"158","2012","NW","Female","<1",70107,-1.23787435600162,-7.1,0.229677949378575,458028.465790214,-0.391074632408154,-848964.46023092,1.09083014822605,8.5,0.315125651512266,336469.002581323,0.0337127030142454,30111.3810466959
"158","2013","NW","Female","<1",71051,NA,-2.9,0.0472054500235579,107888.694871421,0.229677949378575,458028.465790214,-2.21297293430436,-11.4,-0.27627864491067,-300489.302291185,0.315125651512266,336469.002581323
"158","2014","NW","Female","<1",73275,NA,0,-1.02135271274894,-1497273.14612176,0.0472054500235579,107888.694871421,0.65677953638907,1.3,0.128655206995495,129649.893959669,-0.27627864491067,-300489.302291185
"158","2015","NW","Female","<1",77135,NA,1.3,-0.0843259487295906,-68140.4374377454,-1.02135271274894,-1497273.14612176,0.367724780125317,1.2,-0.642913849613393,-509310.069692865,0.128655206995495,129649.893959669
"158","2016","NW","Female","<1",81543,-0.0800427076735365,-0.1,0.791221247384694,934078.141633625,-0.0843259487295906,-68140.4374377454,-0.0526437334854217,-0.2,0.546390808434612,410495.1995672,-0.642913849613393,-509310.069692865
"158","2017","NW","Female","<1",83742,2.07944154167984,8.4,-0.155268190681555,-245713.764758117,0.791221247384694,934078.141633625,-0.432864082296279,-1.3,-0.0906342726247669,-84493.4660634691,0.546390808434612,410495.1995672
"159","2007","NW","Female","1-14",1208696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2008","NW","Female","1-14",1188679,-0.251314428280906,-0.4,0.08796382539653,22875.2083107581,NA,NA,0.328504066972036,0.7,-0.0906356672615267,-64488.7212237092,NA,NA
"159","2009","NW","Female","1-14",1157480,-0.336472236621213,-0.4,-0.0295213224505844,-7902.47532975808,0.08796382539653,22875.2083107581,0.0769610411361283,0.2,-0.0282316376857334,-18922.3370441757,-0.0906356672615267,-64488.7212237092
"159","2010","NW","Female","1-14",1140187,-0.105360515657826,-0.1,0.194067599314497,56490.6641300101,-0.0295213224505844,-7902.47532975808,-0.523248143764548,-1.1,0.0116674531209728,7755.43103858107,-0.0282316376857334,-18922.3370441757
"159","2011","NW","Female","1-14",1115044,-0.405465108108164,-0.3,-0.125166976271302,-37677.0718794051,0.194067599314497,56490.6641300101,0.318453731118535,0.6,0.11603061648297,82257.004750356,0.0116674531209728,7755.43103858107
"159","2012","NW","Female","1-14",1100000,-0.182321556793955,-0.1,-0.0853546445998248,-23117.9178092354,-0.125166976271302,-37677.0718794051,0.204794412646013,0.5,-0.0335421487485945,-24767.3806271247,0.11603061648297,82257.004750356
"159","2013","NW","Female","1-14",1083333,0.693147180559945,0.5,0.206079217697935,59375.4836123183,-0.0853546445998248,-23117.9178092354,-0.300104592450338,-0.7,-0.0887241990464194,-61645.8102981698,-0.0335421487485945,-24767.3806271247
"159","2014","NW","Female","1-14",1075000,-0.356674943938732,-0.3,-0.0367375610591392,-11500.3631873712,0.206079217697935,59375.4836123183,-0.430782916092454,-0.7,0.0732910380256815,50526.1074123346,-0.0887241990464194,-61645.8102981698
"159","2015","NW","Female","1-14",1077670,0.693147180559945,0.7,0.128506757324132,42143.3441474266,-0.0367375610591392,-11500.3631873712,0.570544858467613,1,0.107101950994767,80824.7824707637,0.0732910380256815,50526.1074123346
"159","2016","NW","Female","1-14",1096774,-1.02961941718116,-0.9,-0.0463351003269317,-15823.2811987308,0.128506757324132,42143.3441474266,-0.42744401482694,-0.8,0.0117754974166324,9426.17050525488,0.107101950994767,80824.7824707637
"159","2017","NW","Female","1-14",1104348,-0.510825623765991,-0.2,0.156982900630517,56711.6982657879,-0.0463351003269317,-15823.2811987308,0.287682072451781,0.5,0.160418701852375,140108.856552472,0.0117754974166324,9426.17050525488
"160","2007","NW","Female","15-19",516854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2008","NW","Female","15-19",512821,-0.154150679827258,-0.3,0.109962783856746,63828.4361612538,NA,NA,-0.27443684570176,-0.6,0.0964444970861607,50672.4540431935,NA,NA
"160","2009","NW","Female","15-19",503650,0.200670695462151,0.4,0.116386631564048,75656.985679112,0.109962783856746,63828.4361612538,0.313657558855042,0.7,0.0778472356782967,44619.6338874866,0.0964444970861607,50672.4540431935
"160","2010","NW","Female","15-19",493827,-0.200670695462151,-0.4,-0.0311205989988661,-21099.9583968667,0.116386631564048,75656.985679112,-0.262364264467491,-0.6,-0.088736210481974,-50588.5223677022,0.0778472356782967,44619.6338874866
"160","2011","NW","Female","15-19",472603,-0.810930216216329,-1,-0.0300754062381099,-19776.7740865195,-0.0311205989988661,-21099.9583968667,0.641853886172395,1.8,-0.205973839870389,-101482.853131819,-0.088736210481974,-50588.5223677022
"160","2012","NW","Female","15-19",469388,0.117783035656383,0.1,0.176430416696961,124981.219320933,-0.0300754062381099,-19776.7740865195,-0.111225635110224,-0.4,0.423813911029603,234173.200474766,-0.205973839870389,-101482.853131819
"160","2013","NW","Female","15-19",465278,0.635988766719997,0.8,-0.00248687650892876,-1919.26021569094,0.176430416696961,124981.219320933,-0.194156014440958,-0.6,-0.0121179473742572,-8164.82530286408,0.423813911029603,234173.200474766
"160","2014","NW","Female","15-19",460123,0,0,0.0133691256776096,10374.0615317209,-0.00248687650892876,-1919.26021569094,0.22314355131421,0.7,0.0622163768716302,42990.1215987196,-0.0121179473742572,-8164.82530286408
"160","2015","NW","Female","15-19",461988,-0.635988766719997,-0.8,-0.0200056653078935,-15472.5435682478,0.0133691256776096,10374.0615317209,-0.559615787935423,-1.5,-0.0552003759300845,-38274.9464093533,0.0622163768716302,42990.1215987196
"160","2016","NW","Female","15-19",457364,0.367724780125317,0.4,0.0596401804316269,47055.5994835645,-0.0200056653078935,-15472.5435682478,0.095310179804325,0.2,-0.0669071992046586,-43647.1558217164,-0.0552003759300845,-38274.9464093533
"160","2017","NW","Female","15-19",448000,-0.167054084663166,-0.2,0.119477556990931,103144.847236763,0.0596401804316269,47055.5994835645,-0.318453731118535,-0.6,0.0823541066277045,54145.7445730941,-0.0669071992046586,-43647.1558217164
"161","2007","NW","Female","20-24",509434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2008","NW","Female","20-24",514019,-0.259511195485085,-0.8,0.120323554000878,82018.5322964691,NA,NA,0.890972923889865,2.3,0.175330132748957,86054.8327294228,NA,NA
"161","2009","NW","Female","20-24",519048,0.138150338480817,0.4,0.0370210929049382,27286.0318875004,0.120323554000878,82018.5322964691,-0.528067430200497,-1.6,0.0839856843501732,46881.8980397783,0.175330132748957,86054.8327294228
"161","2010","NW","Female","20-24",526829,-0.138150338480817,-0.4,0.00597373947412017,4498.31101337599,0.0370210929049382,27286.0318875004,0,0,-0.014966273465232,-8645.24675176363,0.0839856843501732,46881.8980397783
"161","2011","NW","Female","20-24",515789,0.138150338480817,0.4,0.076938131852641,60402.5658481885,0.00597373947412017,4498.31101337599,0.419853845560264,1.2,0.100862633764333,60845.1830063584,-0.014966273465232,-8645.24675176363
"161","2012","NW","Female","20-24",520000,0.062520356981334,0.2,-0.00762370001528545,-6194.76630755025,0.076938131852641,60402.5658481885,-0.419853845560264,-1.2,0.0601620266319838,39324.7376704401,0.100862633764333,60845.1830063584
"161","2013","NW","Female","20-24",516484,-0.277631736598279,-0.8,0.146749921780346,127948.871345056,-0.00762370001528545,-6194.76630755025,0.419853845560264,1.2,-0.00443591980894276,-2981.00493531849,0.0601620266319838,39324.7376704401
"161","2014","NW","Female","20-24",515152,-0.174353387144778,-0.4,-0.163716463954637,-141566.98403832,0.146749921780346,127948.871345056,-0.259511195485085,-0.8,0.0810899785103363,56638.2776036452,-0.00443591980894276,-2981.00493531849
"161","2015","NW","Female","20-24",511765,0.174353387144778,0.4,0.0926648497519693,77272.764539179,-0.163716463954637,-141566.98403832,0.0714589639821448,0.2,-0.0954166366565001,-66176.1832691602,0.0810899785103363,56638.2776036452
"161","2016","NW","Female","20-24",508065,-1.83258146374831,-2.1,0.0729144360261262,66042.0977538896,0.0926648497519693,77272.764539179,-1.28785428830664,-2.1,0.00669060864192872,4437.23776445165,-0.0954166366565001,-66176.1832691602
