"ID","year","region","gender","agegroup","population","d_log_CVD_mort_100k","d_CVD_mort_100k","d_log_CVD_costs_100k","d_CVD_costs_100k","d_lag_log_CVD_costs_100k","d_lag_CVD_costs_100k","d_log_cancer_mort_100k","d_cancer_mort_100k","d_log_cancer_costs_100k","d_cancer_costs_100k","d_lag_log_cancer_costs_100k","d_lag_cancer_costs_100k"
"3","2010","SH","Male","15-19",80692,-1.40691364832263,-3.7,-0.155429689913632,-85755.0058924007,0.0606490213539814,35055.8211924843,1.42711635564015,3.8,-0.199787041913998,-169306.927655947,0.0200902249046138,18595.0837621629
"3","2011","SH","Male","15-19",78292,0.0800427076735365,0.1,0.213036144471385,121079.815887469,-0.155429689913632,-85755.0058924007,NA,-5,0.183708441180043,154395.12735979,-0.199787041913998,-169306.927655947
"3","2012","SH","Male","15-19",78431,0,0,0.532458457328612,443694.035162546,0.213036144471385,121079.815887469,NA,2.6,-0.159764539798513,-135842.440887804,0.183708441180043,154395.12735979
"3","2013","SH","Male","15-19",78740,NA,-1.3,-0.717699630354254,-550400.662823249,0.532458457328612,443694.035162546,0.379489621704904,1.2,0.0563913333648998,45490.006218966,-0.159764539798513,-135842.440887804
"3","2014","SH","Male","15-19",78947,NA,0,0.238196052210633,141023.954570674,-0.717699630354254,-550400.662823249,NA,-3.8,0.105748652168911,92540.4318769862,0.0563913333648998,45490.006218966
"3","2015","SH","Male","15-19",79861,NA,1.3,-0.00966729276668765,-6401.2246600996,0.238196052210633,141023.954570674,NA,7.5,0.103672527466523,100736.703009306,0.105748652168911,92540.4318769862
"3","2016","SH","Male","15-19",80838,-0.0800427076735365,-0.1,-0.0014628107201311,-963.225140427705,-0.00966729276668765,-6401.2246600996,-0.0134230203321404,-0.0999999999999996,0.254522366835374,296488.729518209,0.103672527466523,100736.703009306
"3","2017","SH","Male","15-19",79646,NA,-1.2,-0.0688385049061075,-43771.4643342835,-0.0014628107201311,-963.225140427705,-1.08518926833597,-4.9,0.22484818123074,332666.022177049,0.254522366835374,296488.729518209
"4","2007","SH","Male","20-24",74570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2008","SH","Male","20-24",76539,0,0,0.0362643938428722,22186.528642072,NA,NA,0.262364264467491,1.2,-0.629076831976567,-497924.942466336,NA,NA
"4","2009","SH","Male","20-24",78358,0,0,0.0818130748386903,53109.127003449,0.0362643938428722,22186.528642072,-0.313657558855042,-1.4,0.512517044005353,380595.020721066,-0.629076831976567,-497924.942466336
"4","2010","SH","Male","20-24",80515,-0.0800427076735365,-0.1,0.166247299806868,122277.224840034,0.0818130748386903,53109.127003449,0.828321958928198,4.9,0.118028405274044,118897.222822565,0.512517044005353,380595.020721066
"4","2011","SH","Male","20-24",79284,0.0800427076735365,0.1,-0.243050684839565,-172257.687447316,0.166247299806868,122277.224840034,-1.90095876119305,-7.4,0.453413815075109,612673.056153919,0.118028405274044,118897.222822565
"4","2012","SH","Male","20-24",79646,1.34707364796661,3.7,0.189315574623837,130490.708452786,-0.243050684839565,-172257.687447316,1.07263680226485,2.5,-0.24627876747978,-366879.120054212,0.453413815075109,612673.056153919
"4","2013","SH","Male","20-24",79545,-0.693147180559945,-2.5,-0.253157962237298,-169212.478829907,0.189315574623837,130490.708452786,0.505548566665147,2.5,0.209441897207212,306095.574241211,-0.24627876747978,-366879.120054212
"4","2014","SH","Male","20-24",79909,NA,-2.5,0.320989583169862,222313.043754944,-0.253157962237298,-169212.478829907,-1.57818536893,-5,-0.480990492742871,-618513.054712313,0.209441897207212,306095.574241211
